target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction
ENSMUSG00000056648	Hoxb8	0.017143082	2.708595783	protein_coding	protein_coding	Upregulated
ENSMUSG00000036295	Lrrn3	0.044229684	2.708722238	protein_coding	protein_coding	Upregulated
ENSMUSG00000070802	Pnmal2	6.12E-15	2.710365063	protein_coding	protein_coding	Upregulated
ENSMUSG00000029195	Klb	4.52E-11	2.714387271	protein_coding	protein_coding	Upregulated
ENSMUSG00000042834	Nrep	0.001620809	2.716560518	protein_coding	protein_coding	Upregulated
ENSMUSG00000020886	Dlg4	6.16E-09	2.720109052	protein_coding	protein_coding	Upregulated
ENSMUSG00000066366	Serpina1a	0.011976647	2.721940703	protein_coding	protein_coding	Upregulated
ENSMUSG00000022469	Rapgef3	3.39E-09	2.726383113	protein_coding	protein_coding	Upregulated
ENSMUSG00000025075	Habp2	5.85E-14	2.72744485	protein_coding	protein_coding	Upregulated
ENSMUSG00000074274	D930028M14Rik	9.93E-06	2.730441157	lincRNA	lincRNA	Upregulated
ENSMUSG00000019989	Enpp3	0.00041588	2.732040183	protein_coding	protein_coding	Upregulated
ENSMUSG00000042873	Lhfpl4	5.01E-06	2.733739062	protein_coding	protein_coding	Upregulated
ENSMUSG00000015222	Map2	0.000989251	2.735815997	protein_coding	protein_coding	Upregulated
ENSMUSG00000037973	Ccdc129	0.000481875	2.736746368	protein_coding	protein_coding	Upregulated
ENSMUSG00000041548	Hspb8	1.22E-06	2.737166285	protein_coding	protein_coding	Upregulated
ENSMUSG00000078588	Ccdc24	0.002973009	2.737943704	protein_coding	protein_coding	Upregulated
ENSMUSG00000034871	Fam151a	0.000351102	2.739687885	protein_coding	protein_coding	Upregulated
ENSMUSG00000024232	Bambi	2.65E-15	2.743642448	protein_coding	protein_coding	Upregulated
ENSMUSG00000000120	Ngfr	2.82E-06	2.752377018	protein_coding	protein_coding	Upregulated
ENSMUSG00000048752	Prss50	0.000178598	2.75518042	protein_coding	protein_coding	Upregulated
ENSMUSG00000020431	Adcy1	2.82E-07	2.761943894	protein_coding	protein_coding	Upregulated
MSTRG.9047	MSTRG.9047	0.000193595	2.764357581	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000066090	Insl5	0.00135201	2.766805248	protein_coding	protein_coding	Upregulated
ENSMUSG00000103965	Gm30173	0.007339633	2.76764874	lincRNA	lincRNA	Upregulated
ENSMUSG00000018581	Dnah11	0.047303203	2.769617383	protein_coding	protein_coding	Upregulated
ENSMUSG00000047904	Sstr2	6.99E-23	2.769960695	protein_coding	protein_coding	Upregulated
ENSMUSG00000109130	Gm45187	0.009415174	2.769971293	other	other	Upregulated
ENSMUSG00000032965	Ift57	2.13E-06	2.772124742	protein_coding	protein_coding	Upregulated
ENSMUSG00000024302	Dtna	0.010080811	2.775048421	protein_coding	protein_coding	Upregulated
ENSMUSG00000029445	Hpd	6.39E-44	2.775711609	protein_coding	protein_coding	Upregulated
ENSMUSG00000085081	Rptoros	1.62E-12	2.777637021	other	other	Upregulated
ENSMUSG00000035158	Mitf	0.000352597	2.77784174	protein_coding	protein_coding	Upregulated
mmu-miR-434-3p	mmu-miR-434-3p	1.14E-06	2.779507193	miRNA	NA	Upregulated
MSTRG.12999	MSTRG.12999	5.91E-05	2.780522638	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000033177	Tmprss7	5.00E-11	2.780564424	protein_coding	protein_coding	Upregulated
ENSMUSG00000032482	Cspg5	5.91E-12	2.780944636	protein_coding	protein_coding	Upregulated
ENSMUSG00000001333	Sync	0.000392549	2.781038761	protein_coding	protein_coding	Upregulated
mmu-miR-375-5p	mmu-miR-375-5p	3.66E-07	2.784881549	miRNA	NA	Upregulated
MSTRG.47304	MSTRG.47304	7.02E-08	2.787753183	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000026527	Rgs7	5.81E-10	2.791616795	protein_coding	protein_coding	Upregulated
ENSMUSG00000015829	Tnr	4.50E-05	2.792721955	protein_coding	protein_coding	Upregulated
ENSMUSG00000005672	Kit	8.60E-24	2.795715218	protein_coding	protein_coding	Upregulated
ENSMUSG00000020627	Klhl29	0.000987387	2.796518177	protein_coding	protein_coding	Upregulated
ENSMUSG00000038486	Sv2a	0.000353898	2.797975998	protein_coding	protein_coding	Upregulated
ENSMUSG00000071226	Cecr2	0.003241996	2.799345962	protein_coding	protein_coding	Upregulated
ENSMUSG00000056222	Spock1	0.000346619	2.801457881	protein_coding	protein_coding	Upregulated
MSTRG.49787	MSTRG.49787	0.000204941	2.801465366	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000029490	Mfsd7a	4.66E-13	2.803851675	protein_coding	protein_coding	Upregulated
ENSMUSG00000035864	Syt1	0.000738932	2.807011093	protein_coding	protein_coding	Upregulated
ENSMUSG00000036766	Dner	2.05E-06	2.813026549	protein_coding	protein_coding	Upregulated
ENSMUSG00000074892	B3galt5	5.47E-12	2.81403593	protein_coding	protein_coding	Upregulated
ENSMUSG00000001985	Grik3	0.000131034	2.815149509	protein_coding	protein_coding	Upregulated
ENSMUSG00000075702	Selenom	1.15E-42	2.817954304	protein_coding	protein_coding	Upregulated
ENSMUSG00000039683	Sdk1	1.59E-07	2.818281749	protein_coding	protein_coding	Upregulated
ENSMUSG00000032297	Celf6	1.76E-05	2.821005508	protein_coding	protein_coding	Upregulated
ENSMUSG00000070498	Tmem132b	0.001443916	2.821959739	protein_coding	protein_coding	Upregulated
ENSMUSG00000026432	Avpr1b	0.000460605	2.822717262	protein_coding	protein_coding	Upregulated
ENSMUSG00000102059	Gm20257	7.63E-06	2.82316789	other	other	Upregulated
ENSMUSG00000029359	Tesc	9.99E-10	2.823509065	protein_coding	protein_coding	Upregulated
ENSMUSG00000036264	Fstl4	2.34E-12	2.824483297	protein_coding	protein_coding	Upregulated
ENSMUSG00000037712	Fermt2	7.57E-05	2.837594376	protein_coding	protein_coding	Upregulated
MSTRG.48662	MSTRG.48662	2.27E-24	2.838743119	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000039485	Tspyl4	4.09E-09	2.83891748	protein_coding	protein_coding	Upregulated
ENSMUSG00000081303	Gm16011	6.25E-13	2.839491403	other	other	Upregulated
ENSMUSG00000064177	Ghrl	1.06E-22	2.839588884	protein_coding	protein_coding	Upregulated
ENSMUSG00000021256	Vash1	0.007845925	2.840227062	protein_coding	protein_coding	Upregulated
ENSMUSG00000031757	Mt4	0.007846729	2.840502627	protein_coding	protein_coding	Upregulated
mmu-miR-139-3p	mmu-miR-139-3p	0.00361	2.841641444	miRNA	NA	Upregulated
ENSMUSG00000023906	Cldn6	1.22E-09	2.841899186	protein_coding	protein_coding	Upregulated
mmu-miR-1224-3p	mmu-miR-1224-3p	0.01	2.842071216	miRNA	NA	Upregulated
ENSMUSG00000029134	Plb1	1.77E-09	2.84249108	protein_coding	protein_coding	Upregulated
mmu-miR-153-3p	mmu-miR-153-3p	2.05E-06	2.842631191	miRNA	NA	Upregulated
ENSMUSG00000057400	Ces1c	6.16E-17	2.845295127	protein_coding	protein_coding	Upregulated
ENSMUSG00000032204	Aqp9	6.80E-06	2.85034495	protein_coding	protein_coding	Upregulated
ENSMUSG00000071177	Serpina1d	1.30E-05	2.853671649	protein_coding	protein_coding	Upregulated
ENSMUSG00000023247	Guca2a	6.76E-20	2.856686415	protein_coding	protein_coding	Upregulated
ENSMUSG00000027513	Pck1	3.01E-08	2.86458062	protein_coding	protein_coding	Upregulated
ENSMUSG00000036330	Slc18a1	3.61E-35	2.864844529	protein_coding	protein_coding	Upregulated
ENSMUSG00000033825	Tpsb2	0.00013582	2.86545981	protein_coding	protein_coding	Upregulated
ENSMUSG00000035984	Nme5	0.00139939	2.865529604	protein_coding	protein_coding	Upregulated
ENSMUSG00000046204	Pnma2	0.028617712	2.867240941	protein_coding	protein_coding	Upregulated
ENSMUSG00000073408	Dpcr1	0.018542024	2.867739667	protein_coding	protein_coding	Upregulated
ENSMUSG00000015745	Plekho1	1.02E-06	2.871393946	protein_coding	protein_coding	Upregulated
ENSMUSG00000109305	1810010D01Rik	0.000166523	2.872129314	protein_coding	protein_coding	Upregulated
ENSMUSG00000040624	Plekhg1	4.29E-25	2.874385617	protein_coding	protein_coding	Upregulated
ENSMUSG00000020178	Adora2a	6.86E-18	2.875718361	protein_coding	protein_coding	Upregulated
ENSMUSG00000020788	Atp2a3	1.73E-57	2.877640025	protein_coding	protein_coding	Upregulated
ENSMUSG00000024112	Cacna1h	1.03E-13	2.87971062	protein_coding	protein_coding	Upregulated
ENSMUSG00000050234	Gja4	0.000974641	2.88014374	protein_coding	protein_coding	Upregulated
ENSMUSG00000024084	Qpct	1.97E-08	2.88102722	protein_coding	protein_coding	Upregulated
ENSMUSG00000041794	Myrip	6.09E-10	2.883337914	protein_coding	protein_coding	Upregulated
ENSMUSG00000044988	Ucn3	5.67E-35	2.884629233	protein_coding	protein_coding	Upregulated
MSTRG.45134	MSTRG.45134	0.012143697	2.88771097	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000026360	Rgs2	5.95E-22	2.888286599	protein_coding	protein_coding	Upregulated
ENSMUSG00000099025	Gm27162	5.89E-20	2.889870677	lincRNA	lincRNA	Upregulated
ENSMUSG00000026961	Lrrc26	3.17E-11	2.896403513	protein_coding	protein_coding	Upregulated
ENSMUSG00000040146	Rgl3	1.12E-10	2.897260334	protein_coding	protein_coding	Upregulated
ENSMUSG00000015401	Tmem27	1.44E-17	2.89959413	protein_coding	protein_coding	Upregulated
ENSMUSG00000024990	Rbp4	7.08E-14	2.899970806	protein_coding	protein_coding	Upregulated
ENSMUSG00000050556	Kcnb1	6.65E-13	2.900497621	protein_coding	protein_coding	Upregulated
ENSMUSG00000050821	Fam131a	1.50E-07	2.901970951	protein_coding	protein_coding	Upregulated
ENSMUSG00000037621	Atoh8	0.000124308	2.902338094	protein_coding	protein_coding	Upregulated
ENSMUSG00000074440	Defa3	4.28E-17	2.903265255	protein_coding	protein_coding	Upregulated
ENSMUSG00000027499	Pkia	6.48E-06	2.903977786	protein_coding	protein_coding	Upregulated
ENSMUSG00000057346	Apol9a	0.000115835	2.905737721	protein_coding	protein_coding	Upregulated
ENSMUSG00000033740	St18	2.03E-07	2.908959546	protein_coding	protein_coding	Upregulated
ENSMUSG00000083282	Ctsf	1.10E-14	2.908992202	protein_coding	protein_coding	Upregulated
ENSMUSG00000037159	Wee2	2.50E-06	2.909664678	protein_coding	protein_coding	Upregulated
MSTRG.6323	MSTRG.6323	0.000267469	2.90988376	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
MSTRG.25183	MSTRG.25183	0.004216935	2.910614867	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000005973	Rcn1	2.01E-18	2.913955302	protein_coding	protein_coding	Upregulated
ENSMUSG00000036892	Prodh2	3.43E-07	2.916032179	protein_coding	protein_coding	Upregulated
ENSMUSG00000044933	Sstr3	0.013995219	2.918966892	protein_coding	protein_coding	Upregulated
ENSMUSG00000046634	Pkd1l1	0.000478908	2.921850054	protein_coding	protein_coding	Upregulated
ENSMUSG00000025867	Cplx2	1.43E-09	2.922499723	protein_coding	protein_coding	Upregulated
ENSMUSG00000007021	Syngr3	6.00E-05	2.923152007	protein_coding	protein_coding	Upregulated
ENSMUSG00000070577	Gm572	0.017853889	2.923247398	protein_coding	protein_coding	Upregulated
ENSMUSG00000042109	Csdc2	1.30E-07	2.924421411	protein_coding	protein_coding	Upregulated
ENSMUSG00000064043	Trerf1	2.09E-05	2.925156663	other	other	Upregulated
ENSMUSG00000048612	Myof	2.42E-27	2.927077466	protein_coding	protein_coding	Upregulated
ENSMUSG00000020121	Srgap1	1.12E-15	2.927405584	protein_coding	protein_coding	Upregulated
ENSMUSG00000069227	Gprin1	3.77E-09	2.928242516	protein_coding	protein_coding	Upregulated
ENSMUSG00000031849	Comp	2.57E-05	2.928510945	protein_coding	protein_coding	Upregulated
ENSMUSG00000051111	Sv2c	2.06E-13	2.930428087	protein_coding	protein_coding	Upregulated
MSTRG.26907	MSTRG.26907	2.78E-09	2.934682183	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000024552	Slc14a2	6.95E-06	2.935331886	protein_coding	protein_coding	Upregulated
ENSMUSG00000048442	Smim5	1.64E-07	2.937310603	protein_coding	protein_coding	Upregulated
ENSMUSG00000055430	Nap1l5	8.34E-05	2.938954019	protein_coding	protein_coding	Upregulated
MSTRG.12228	MSTRG.12228	0.000128155	2.939306133	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000027314	Dll4	7.44E-24	2.947089834	protein_coding	protein_coding	Upregulated
ENSMUSG00000060208	Defa17	5.56E-31	2.947481444	protein_coding	protein_coding	Upregulated
ENSMUSG00000056296	Synpr	0.001001957	2.947590599	protein_coding	protein_coding	Upregulated
ENSMUSG00000039126	Prune2	5.81E-24	2.949495008	protein_coding	protein_coding	Upregulated
ENSMUSG00000033355	Rtp4	4.43E-10	2.955573722	protein_coding	protein_coding	Upregulated
ENSMUSG00000053765	Oas1f	0.000653412	2.956559444	protein_coding	protein_coding	Upregulated
ENSMUSG00000030074	Gxylt2	5.83E-12	2.958011378	protein_coding	protein_coding	Upregulated
ENSMUSG00000051331	Cacna1c	8.71E-10	2.958488729	protein_coding	protein_coding	Upregulated
ENSMUSG00000049608	Gpr55	3.52E-08	2.960746115	protein_coding	protein_coding	Upregulated
ENSMUSG00000078612	1700024P16Rik	1.36E-06	2.961499317	protein_coding	protein_coding	Upregulated
ENSMUSG00000020723	Cacng4	1.47E-06	2.962566528	protein_coding	protein_coding	Upregulated
ENSMUSG00000073530	Pappa2	9.65E-12	2.964339063	protein_coding	protein_coding	Upregulated
ENSMUSG00000030359	Pzp	9.83E-06	2.96444697	protein_coding	protein_coding	Upregulated
ENSMUSG00000019890	Nts	5.63E-08	2.969149114	protein_coding	protein_coding	Upregulated
ENSMUSG00000032769	Trpa1	9.12E-22	2.969674672	protein_coding	protein_coding	Upregulated
MSTRG.13249	MSTRG.13249	0.000578124	2.972644237	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000004151	Etv1	1.26E-19	2.974957194	protein_coding	protein_coding	Upregulated
ENSMUSG00000017211	Gsdma2	0.005017214	2.982614038	protein_coding	protein_coding	Upregulated
ENSMUSG00000003411	Rab3b	5.90E-11	2.985812839	protein_coding	protein_coding	Upregulated
ENSMUSG00000073295	Nudt11	3.39E-09	2.987403637	protein_coding	protein_coding	Upregulated
ENSMUSG00000032473	Cldn18	6.88E-05	2.989598355	protein_coding	protein_coding	Upregulated
ENSMUSG00000048347	Pcdhb18	1.95E-05	2.990059031	protein_coding	protein_coding	Upregulated
ENSMUSG00000041351	Rap1gap	3.13E-35	2.99025272	protein_coding	protein_coding	Upregulated
ENSMUSG00000051242	Pcdhb9	0.004587654	2.99435939	protein_coding	protein_coding	Upregulated
ENSMUSG00000020333	Acsl6	2.28E-18	2.994698864	protein_coding	protein_coding	Upregulated
ENSMUSG00000026070	Il18r1	1.12E-13	3.003704755	protein_coding	protein_coding	Upregulated
ENSMUSG00000022683	Pla2g10	6.86E-11	3.00703365	protein_coding	protein_coding	Upregulated
ENSMUSG00000064246	Chil1	0.006514853	3.009382526	protein_coding	protein_coding	Upregulated
ENSMUSG00000021062	Rab15	6.16E-17	3.010036821	protein_coding	protein_coding	Upregulated
ENSMUSG00000020427	Igfbp3	8.47E-05	3.012021858	protein_coding	protein_coding	Upregulated
ENSMUSG00000021364	Elovl2	0.000914777	3.012524626	protein_coding	protein_coding	Upregulated
ENSMUSG00000043670	Diras1	0.001553503	3.015428017	protein_coding	protein_coding	Upregulated
ENSMUSG00000038224	Serpinf2	2.49E-18	3.016544373	protein_coding	protein_coding	Upregulated
ENSMUSG00000023393	Slc17a9	1.99E-19	3.022929405	protein_coding	protein_coding	Upregulated
ENSMUSG00000040412	5330417C22Rik	2.57E-25	3.025925053	protein_coding	protein_coding	Upregulated
ENSMUSG00000071567	A830039N20Rik	0.000513231	3.027835904	lincRNA	lincRNA	Upregulated
ENSMUSG00000106139	Gm43194	1.83E-07	3.029979759	lincRNA	lincRNA	Upregulated
ENSMUSG00000035580	Kcnh8	9.36E-08	3.031776947	protein_coding	protein_coding	Upregulated
ENSMUSG00000023913	Pla2g7	8.27E-09	3.032171912	protein_coding	protein_coding	Upregulated
ENSMUSG00000034472	Rasd2	5.86E-25	3.038260091	protein_coding	protein_coding	Upregulated
ENSMUSG00000044250	Pced1b	1.20E-06	3.041842388	protein_coding	protein_coding	Upregulated
ENSMUSG00000004951	Hspb1	1.25E-05	3.042190111	protein_coding	protein_coding	Upregulated
ENSMUSG00000006362	Cbfa2t3	9.92E-15	3.043287155	protein_coding	protein_coding	Upregulated
ENSMUSG00000042515	Mum1l1	1.01E-10	3.045365491	protein_coding	protein_coding	Upregulated
ENSMUSG00000063687	Pcdhb5	0.007497497	3.045535275	protein_coding	protein_coding	Upregulated
ENSMUSG00000030428	Ttyh1	6.15E-20	3.046378863	protein_coding	protein_coding	Upregulated
ENSMUSG00000035930	Chst4	4.75E-36	3.048656582	protein_coding	protein_coding	Upregulated
ENSMUSG00000086141	9030622O22Rik	3.36E-16	3.050147266	lincRNA	lincRNA	Upregulated
ENSMUSG00000040495	Chrm4	1.28E-14	3.050765483	protein_coding	protein_coding	Upregulated
ENSMUSG00000028356	Ambp	5.89E-11	3.050988818	protein_coding	protein_coding	Upregulated
ENSMUSG00000045062	Pcdhb7	8.32E-05	3.053534684	protein_coding	protein_coding	Upregulated
ENSMUSG00000004113	Cacna1b	1.84E-05	3.054682238	protein_coding	protein_coding	Upregulated
ENSMUSG00000006651	Aplp1	4.98E-27	3.057179564	protein_coding	protein_coding	Upregulated
ENSMUSG00000024501	Dpysl3	3.91E-10	3.057207525	protein_coding	protein_coding	Upregulated
ENSMUSG00000024028	Tff2	0.000927253	3.059872943	protein_coding	protein_coding	Upregulated
ENSMUSG00000079037	Prnp	1.30E-27	3.06029927	protein_coding	protein_coding	Upregulated
ENSMUSG00000048148	Nwd1	2.29E-05	3.060742569	protein_coding	protein_coding	Upregulated
ENSMUSG00000000202	Btbd17	0.000365508	3.063039626	protein_coding	protein_coding	Upregulated
ENSMUSG00000075302	Erich2	0.038267388	3.064563482	protein_coding	protein_coding	Upregulated
ENSMUSG00000071113	Mboat4	7.47E-14	3.066805798	protein_coding	protein_coding	Upregulated
ENSMUSG00000063851	Rnf183	0.00251072	3.067539831	protein_coding	protein_coding	Upregulated
mmu-miR-411-5p	mmu-miR-411-5p	1.03E-05	3.070490884	miRNA	NA	Upregulated
ENSMUSG00000056031	9330154J02Rik	0.000886108	3.077509585	other	other	Upregulated
ENSMUSG00000047181	Samd14	2.43E-20	3.080600245	protein_coding	protein_coding	Upregulated
ENSMUSG00000045349	Sh2d5	2.79E-16	3.082113604	protein_coding	protein_coding	Upregulated
MSTRG.38441	MSTRG.38441	1.71E-28	3.083780793	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000038209	Itln1	3.17E-32	3.084087527	protein_coding	protein_coding	Upregulated
ENSMUSG00000030345	Dyrk4	0.000664725	3.086560451	protein_coding	protein_coding	Upregulated
ENSMUSG00000049154	Fam183b	6.59E-31	3.090869563	protein_coding	protein_coding	Upregulated
ENSMUSG00000090291	Lrrc10b	2.56E-06	3.09099873	protein_coding	protein_coding	Upregulated
ENSMUSG00000024827	Gldc	4.09E-09	3.091680242	protein_coding	protein_coding	Upregulated
ENSMUSG00000043496	Tril	2.71E-11	3.094082401	protein_coding	protein_coding	Upregulated
ENSMUSG00000055980	Irs1	4.05E-16	3.095055333	protein_coding	protein_coding	Upregulated
ENSMUSG00000024986	Hhex	1.91E-11	3.097810118	protein_coding	protein_coding	Upregulated
ENSMUSG00000026442	Nfasc	1.74E-19	3.097985398	protein_coding	protein_coding	Upregulated
MSTRG.50044	MSTRG.50044	1.17E-05	3.099249398	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000026072	Il1r1	1.61E-08	3.099268248	protein_coding	protein_coding	Upregulated
ENSMUSG00000003053	Cyp2c29	0.000161191	3.101958763	protein_coding	protein_coding	Upregulated
ENSMUSG00000078949	R3hdml	1.17E-23	3.102411205	protein_coding	protein_coding	Upregulated
ENSMUSG00000055610	Olfr307	3.83E-07	3.103541577	protein_coding	protein_coding	Upregulated
ENSMUSG00000071553	Cpa2	0.001051207	3.104698991	protein_coding	protein_coding	Upregulated
ENSMUSG00000021013	Ttc8	0.017589537	3.105046056	protein_coding	protein_coding	Upregulated
ENSMUSG00000026443	Lrrn2	4.35E-05	3.107297236	protein_coding	protein_coding	Upregulated
ENSMUSG00000023966	Rsph9	5.47E-12	3.107563423	protein_coding	protein_coding	Upregulated
ENSMUSG00000027009	Itga4	9.95E-12	3.108427909	protein_coding	protein_coding	Upregulated
ENSMUSG00000052942	Glis3	1.14E-10	3.115581147	protein_coding	protein_coding	Upregulated
ENSMUSG00000054640	Slc8a1	2.46E-07	3.116109932	protein_coding	protein_coding	Upregulated
ENSMUSG00000024175	Tekt4	0.0002634	3.116294251	protein_coding	protein_coding	Upregulated
ENSMUSG00000046215	Rprml	2.16E-09	3.120925284	protein_coding	protein_coding	Upregulated
ENSMUSG00000024897	Apba1	2.77E-15	3.126089964	protein_coding	protein_coding	Upregulated
ENSMUSG00000028415	Spink4	8.40E-43	3.127311344	protein_coding	protein_coding	Upregulated
ENSMUSG00000027434	Nkx2-2	1.84E-05	3.129625193	protein_coding	protein_coding	Upregulated
ENSMUSG00000096914	Galntl6	1.35E-12	3.130788021	protein_coding	protein_coding	Upregulated
MSTRG.17543	MSTRG.17543	1.56E-07	3.131132013	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000042961	Egflam	0.008066964	3.138115659	protein_coding	protein_coding	Upregulated
MSTRG.12425	MSTRG.12425	1.28E-07	3.141522708	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000021999	Cpb2	0.0004101	3.14238193	protein_coding	protein_coding	Upregulated
ENSMUSG00000022054	Nefm	4.91E-48	3.142635015	protein_coding	protein_coding	Upregulated
ENSMUSG00000092083	Kcnb2	2.91E-21	3.145171242	protein_coding	protein_coding	Upregulated
ENSMUSG00000029420	Rimbp2	7.92E-19	3.145363111	protein_coding	protein_coding	Upregulated
ENSMUSG00000020486	Sep-04	0.020039828	3.146809498	protein_coding	protein_coding	Upregulated
ENSMUSG00000052364	B630019K06Rik	6.65E-17	3.147469109	protein_coding	protein_coding	Upregulated
ENSMUSG00000027360	Hdc	2.70E-07	3.149035034	protein_coding	protein_coding	Upregulated
ENSMUSG00000089712	Gm15889	9.97E-21	3.151577866	lincRNA	lincRNA	Upregulated
ENSMUSG00000036533	Cdc42ep3	3.22E-17	3.154391358	protein_coding	protein_coding	Upregulated
ENSMUSG00000009292	Trpm2	1.52E-14	3.15754295	protein_coding	protein_coding	Upregulated
ENSMUSG00000058975	Kcnc1	1.63E-14	3.15813263	protein_coding	protein_coding	Upregulated
ENSMUSG00000019775	Rgs17	1.27E-07	3.161723355	protein_coding	protein_coding	Upregulated
ENSMUSG00000027938	Creb3l4	8.41E-18	3.162285475	protein_coding	protein_coding	Upregulated
ENSMUSG00000078776	9530053A07Rik	8.88E-13	3.162935822	protein_coding	protein_coding	Upregulated
ENSMUSG00000053004	Hrh1	2.91E-06	3.164381151	protein_coding	protein_coding	Upregulated
ENSMUSG00000050321	Neto1	6.27E-10	3.167842756	protein_coding	protein_coding	Upregulated
ENSMUSG00000039059	Hrh3	9.06E-09	3.17370381	protein_coding	protein_coding	Upregulated
ENSMUSG00000110195	Pde2a	9.30E-40	3.174670932	protein_coding	protein_coding	Upregulated
ENSMUSG00000030137	Tuba8	5.57E-06	3.174892451	protein_coding	protein_coding	Upregulated
ENSMUSG00000025582	Nptx1	7.21E-15	3.175776497	protein_coding	protein_coding	Upregulated
ENSMUSG00000090223	Pcp4	1.51E-10	3.176080011	protein_coding	protein_coding	Upregulated
ENSMUSG00000040035	Disp2	1.93E-47	3.178182125	protein_coding	protein_coding	Upregulated
ENSMUSG00000074217	2210011C24Rik	8.60E-07	3.179088137	protein_coding	protein_coding	Upregulated
ENSMUSG00000028226	Mmp16	0.011656956	3.179329921	protein_coding	protein_coding	Upregulated
ENSMUSG00000028072	Ntrk1	0.01503793	3.183049362	protein_coding	protein_coding	Upregulated
ENSMUSG00000043518	Rai2	8.76E-15	3.183448088	protein_coding	protein_coding	Upregulated
ENSMUSG00000022340	Sybu	1.94E-08	3.183619714	protein_coding	protein_coding	Upregulated
ENSMUSG00000027876	Reg4	3.60E-56	3.184209935	protein_coding	protein_coding	Upregulated
ENSMUSG00000020175	Rab36	0.00032002	3.185049549	protein_coding	protein_coding	Upregulated
ENSMUSG00000044548	Dact1	0.000408631	3.185348317	protein_coding	protein_coding	Upregulated
ENSMUSG00000028785	Hpca	7.69E-11	3.196421444	protein_coding	protein_coding	Upregulated
ENSMUSG00000026833	Olfm1	4.85E-09	3.199305138	protein_coding	protein_coding	Upregulated
ENSMUSG00000103043	Gm37306	2.98E-15	3.199722823	lincRNA	lincRNA	Upregulated
ENSMUSG00000015968	Cacna1d	2.29E-11	3.199741231	protein_coding	protein_coding	Upregulated
MSTRG.17632	MSTRG.17632	0.004880776	3.201749766	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000033061	Resp18	1.60E-21	3.20479039	protein_coding	protein_coding	Upregulated
ENSMUSG00000043388	Tmem130	1.18E-08	3.208048015	protein_coding	protein_coding	Upregulated
ENSMUSG00000056185	Snx32	3.07E-08	3.20897498	protein_coding	protein_coding	Upregulated
ENSMUSG00000036872	Abcc12	2.74E-15	3.209672467	protein_coding	protein_coding	Upregulated
ENSMUSG00000027254	Map1a	4.39E-09	3.210296197	protein_coding	protein_coding	Upregulated
ENSMUSG00000009092	Derl3	4.03E-10	3.210356622	protein_coding	protein_coding	Upregulated
ENSMUSG00000049288	Lix1l	6.08E-06	3.213198011	protein_coding	protein_coding	Upregulated
ENSMUSG00000075296	Aldh3b2	1.50E-05	3.213855358	protein_coding	protein_coding	Upregulated
ENSMUSG00000038555	Reep2	9.00E-05	3.220227924	protein_coding	protein_coding	Upregulated
ENSMUSG00000045876	Pcdhb8	0.001850925	3.222690464	protein_coding	protein_coding	Upregulated
mmu-miR-409-3p	mmu-miR-409-3p	4.28E-07	3.227816596	miRNA	NA	Upregulated
ENSMUSG00000028926	Cdk14	4.33E-11	3.230691641	protein_coding	protein_coding	Upregulated
ENSMUSG00000056553	Ptprn2	3.40E-26	3.232038114	protein_coding	protein_coding	Upregulated
ENSMUSG00000055963	Triqk	1.35E-10	3.233820139	protein_coding	protein_coding	Upregulated
ENSMUSG00000042750	Bex2	1.23E-35	3.234684542	protein_coding	protein_coding	Upregulated
ENSMUSG00000006586	Runx1t1	1.56E-07	3.237628952	protein_coding	protein_coding	Upregulated
ENSMUSG00000064213	Defa24	1.92E-32	3.238008157	protein_coding	protein_coding	Upregulated
ENSMUSG00000081769	Gm12216	4.20E-05	3.238016553	protein_coding	protein_coding	Upregulated
ENSMUSG00000017943	Gdap1l1	3.02E-19	3.238333647	protein_coding	protein_coding	Upregulated
ENSMUSG00000046546	Fam43a	8.60E-24	3.238840689	protein_coding	protein_coding	Upregulated
ENSMUSG00000038248	Sobp	7.88E-08	3.239520929	protein_coding	protein_coding	Upregulated
ENSMUSG00000002578	Ikzf4	9.71E-07	3.240100811	protein_coding	protein_coding	Upregulated
