target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction	Mouse Ensembl	Human Ensembl
ENSMUSG00000050234	Gja4	0.000974641	2.88014374	protein_coding	protein_coding	Upregulated	ENSMUSG00000050234	ENSG00000187513
ENSMUSG00000024084	Qpct	1.97e-08	2.88102722	protein_coding	protein_coding	Upregulated	ENSMUSG00000024084	ENSG00000115828
ENSMUSG00000041794	Myrip	6.090000000000001e-10	2.8833379139999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000041794	ENSG00000170011
ENSMUSG00000044988	Ucn3	5.67e-35	2.884629233	protein_coding	protein_coding	Upregulated	ENSMUSG00000044988	ENSG00000178473
MSTRG.45134	MSTRG.45134	0.012143697	2.88771097	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000026360	Rgs2	5.9499999999999995e-22	2.8882865989999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000026360	ENSG00000116741
ENSMUSG00000099025	Gm27162	5.89e-20	2.8898706769999998	lincRNA	lincRNA	Upregulated		
ENSMUSG00000026961	Lrrc26	3.17e-11	2.896403513	protein_coding	protein_coding	Upregulated	ENSMUSG00000026961	ENSG00000184709
ENSMUSG00000040146	Rgl3	1.12e-10	2.897260334	protein_coding	protein_coding	Upregulated	ENSMUSG00000040146	ENSG00000205517
ENSMUSG00000015401	Tmem27	1.44e-17	2.89959413	protein_coding	protein_coding	Upregulated	ENSMUSG00000015401	ENSG00000147003
ENSMUSG00000024990	Rbp4	7.08e-14	2.8999708060000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000024990	ENSG00000138207
ENSMUSG00000050556	Kcnb1	6.65e-13	2.9004976210000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000050556	ENSG00000158445
ENSMUSG00000050821	Fam131a	1.5e-07	2.901970951	protein_coding	protein_coding	Upregulated	ENSMUSG00000050821	ENSG00000175182
ENSMUSG00000037621	Atoh8	0.000124308	2.9023380939999996	protein_coding	protein_coding	Upregulated	ENSMUSG00000037621	ENSG00000168874
ENSMUSG00000074440	Defa3	4.28e-17	2.903265255	protein_coding	protein_coding	Upregulated		
ENSMUSG00000027499	Pkia	6.48e-06	2.9039777860000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000027499	ENSG00000171033
ENSMUSG00000057346	Apol9a	0.000115835	2.9057377210000004	protein_coding	protein_coding	Upregulated		
ENSMUSG00000033740	St18	2.03e-07	2.908959546	protein_coding	protein_coding	Upregulated	ENSMUSG00000033740	ENSG00000147488
ENSMUSG00000083282	Ctsf	1.1e-14	2.908992202	protein_coding	protein_coding	Upregulated	ENSMUSG00000083282	ENSG00000174080
ENSMUSG00000037159	Wee2	2.5e-06	2.909664678	protein_coding	protein_coding	Upregulated	ENSMUSG00000037159	ENSG00000263042; ENSG00000214102
MSTRG.6323	MSTRG.6323	0.000267469	2.90988376	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
MSTRG.25183	MSTRG.25183	0.004216935	2.910614867	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000005973	Rcn1	2.01e-18	2.9139553019999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000005973	ENSG00000049449
ENSMUSG00000036892	Prodh2	3.43e-07	2.9160321789999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000036892	ENSG00000250799
ENSMUSG00000044933	Sstr3	0.013995219	2.918966892	protein_coding	protein_coding	Upregulated	ENSMUSG00000044933	ENSG00000278195
ENSMUSG00000046634	Pkd1l1	0.000478908	2.9218500539999996	protein_coding	protein_coding	Upregulated		
ENSMUSG00000025867	Cplx2	1.4300000000000002e-09	2.922499723	protein_coding	protein_coding	Upregulated	ENSMUSG00000025867	ENSG00000145920
ENSMUSG00000007021	Syngr3	5.9999999999999995e-05	2.9231520069999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000007021	ENSG00000127561
ENSMUSG00000070577	Gm572	0.017853888999999998	2.923247398	protein_coding	protein_coding	Upregulated		
ENSMUSG00000042109	Csdc2	1.3e-07	2.9244214110000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000042109	ENSG00000172346
ENSMUSG00000064043	Trerf1	2.09e-05	2.925156663	other	other	Upregulated		
ENSMUSG00000048612	Myof	2.4199999999999998e-27	2.927077466	protein_coding	protein_coding	Upregulated	ENSMUSG00000048612	ENSG00000138119
ENSMUSG00000020121	Srgap1	1.1199999999999999e-15	2.9274055839999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000020121	ENSG00000196935
ENSMUSG00000069227	Gprin1	3.77e-09	2.928242516	protein_coding	protein_coding	Upregulated	ENSMUSG00000069227	ENSG00000169258
ENSMUSG00000031849	Comp	2.57e-05	2.928510945	protein_coding	protein_coding	Upregulated	ENSMUSG00000031849	ENSG00000105664
ENSMUSG00000051111	Sv2c	2.0600000000000003e-13	2.9304280869999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000051111	ENSG00000122012
MSTRG.26907	MSTRG.26907	2.7800000000000003e-09	2.934682183	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000024552	Slc14a2	6.95e-06	2.935331886	protein_coding	protein_coding	Upregulated	ENSMUSG00000024552	ENSG00000132874
ENSMUSG00000048442	Smim5	1.6399999999999999e-07	2.9373106030000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000048442	ENSG00000204323
ENSMUSG00000055430	Nap1l5	8.340000000000001e-05	2.9389540189999996	protein_coding	protein_coding	Upregulated	ENSMUSG00000055430	ENSG00000177432
MSTRG.12228	MSTRG.12228	0.000128155	2.939306133	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000027314	Dll4	7.440000000000001e-24	2.947089834	protein_coding	protein_coding	Upregulated	ENSMUSG00000027314	ENSG00000128917
ENSMUSG00000060208	Defa17	5.5599999999999995e-31	2.9474814439999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000060208	ENSG00000164816
ENSMUSG00000056296	Synpr	0.001001957	2.9475905989999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000056296	ENSG00000163630
ENSMUSG00000039126	Prune2	5.81e-24	2.949495008	protein_coding	protein_coding	Upregulated	ENSMUSG00000039126	ENSG00000106772
ENSMUSG00000033355	Rtp4	4.4299999999999997e-10	2.955573722	protein_coding	protein_coding	Upregulated	ENSMUSG00000033355	ENSG00000136514
ENSMUSG00000053765	Oas1f	0.000653412	2.956559444	protein_coding	protein_coding	Upregulated		
ENSMUSG00000030074	Gxylt2	5.83e-12	2.958011378	protein_coding	protein_coding	Upregulated	ENSMUSG00000030074	ENSG00000172986
ENSMUSG00000051331	Cacna1c	8.71e-10	2.958488729	protein_coding	protein_coding	Upregulated	ENSMUSG00000051331	ENSG00000151067
ENSMUSG00000049608	Gpr55	3.52e-08	2.960746115	protein_coding	protein_coding	Upregulated	ENSMUSG00000049608	ENSG00000135898
ENSMUSG00000078612	1700024P16Rik	1.36e-06	2.961499317	protein_coding	protein_coding	Upregulated	ENSMUSG00000078612	ENSG00000187889
ENSMUSG00000020723	Cacng4	1.47e-06	2.962566528	protein_coding	protein_coding	Upregulated	ENSMUSG00000020723	ENSG00000075461
ENSMUSG00000073530	Pappa2	9.65e-12	2.964339063	protein_coding	protein_coding	Upregulated	ENSMUSG00000073530	ENSG00000116183
ENSMUSG00000030359	Pzp	9.83e-06	2.96444697	protein_coding	protein_coding	Upregulated		
ENSMUSG00000019890	Nts	5.63e-08	2.969149114	protein_coding	protein_coding	Upregulated	ENSMUSG00000019890	ENSG00000133636
ENSMUSG00000032769	Trpa1	9.120000000000002e-22	2.969674672	protein_coding	protein_coding	Upregulated	ENSMUSG00000032769	ENSG00000104321
MSTRG.13249	MSTRG.13249	0.0005781240000000001	2.972644237	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000004151	Etv1	1.26e-19	2.974957194	protein_coding	protein_coding	Upregulated	ENSMUSG00000004151	ENSG00000006468
ENSMUSG00000017211	Gsdma2	0.005017214	2.982614038	protein_coding	protein_coding	Upregulated		
ENSMUSG00000003411	Rab3b	5.9e-11	2.985812839	protein_coding	protein_coding	Upregulated	ENSMUSG00000003411	ENSG00000169213
ENSMUSG00000073295	Nudt11	3.3899999999999997e-09	2.987403637	protein_coding	protein_coding	Upregulated		
ENSMUSG00000032473	Cldn18	6.879999999999999e-05	2.989598355	protein_coding	protein_coding	Upregulated	ENSMUSG00000032473	ENSG00000066405
ENSMUSG00000048347	Pcdhb18	1.95e-05	2.9900590310000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000048347	ENSG00000177839
ENSMUSG00000048347	Pcdhb18	1.95e-05	2.9900590310000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000048347	ENSG00000120324
ENSMUSG00000041351	Rap1gap	3.13e-35	2.99025272	protein_coding	protein_coding	Upregulated	ENSMUSG00000041351	ENSG00000076864
ENSMUSG00000051242	Pcdhb9	0.004587654	2.99435939	protein_coding	protein_coding	Upregulated	ENSMUSG00000051242	ENSG00000081818
ENSMUSG00000020333	Acsl6	2.2800000000000002e-18	2.9946988639999996	protein_coding	protein_coding	Upregulated	ENSMUSG00000020333	ENSG00000164398
ENSMUSG00000026070	Il18r1	1.1199999999999999e-13	3.003704755	protein_coding	protein_coding	Upregulated	ENSMUSG00000026070	ENSG00000115604
ENSMUSG00000022683	Pla2g10	6.86e-11	3.00703365	protein_coding	protein_coding	Upregulated	ENSMUSG00000022683	ENSG00000069764; ENSG00000276870
ENSMUSG00000064246	Chil1	0.006514853	3.0093825260000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000064246	ENSG00000133048
ENSMUSG00000021062	Rab15	6.16e-17	3.0100368210000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000021062	ENSG00000139998
ENSMUSG00000020427	Igfbp3	8.47e-05	3.012021858	protein_coding	protein_coding	Upregulated	ENSMUSG00000020427	ENSG00000146674
ENSMUSG00000021364	Elovl2	0.000914777	3.0125246260000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000021364	ENSG00000197977
ENSMUSG00000043670	Diras1	0.001553503	3.015428017	protein_coding	protein_coding	Upregulated	ENSMUSG00000043670	ENSG00000176490
ENSMUSG00000038224	Serpinf2	2.49e-18	3.0165443730000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000038224	ENSG00000276838; ENSG00000167711
ENSMUSG00000023393	Slc17a9	1.99e-19	3.022929405	protein_coding	protein_coding	Upregulated	ENSMUSG00000023393	ENSG00000101194
ENSMUSG00000040412	5330417C22Rik	2.57e-25	3.025925053	protein_coding	protein_coding	Upregulated	ENSMUSG00000040412	ENSG00000116299
ENSMUSG00000071567	A830039N20Rik	0.000513231	3.027835904	lincRNA	lincRNA	Upregulated		
ENSMUSG00000106139	Gm43194	1.83e-07	3.0299797589999997	lincRNA	lincRNA	Upregulated		
ENSMUSG00000035580	Kcnh8	9.359999999999999e-08	3.031776947	protein_coding	protein_coding	Upregulated	ENSMUSG00000035580	ENSG00000183960
ENSMUSG00000023913	Pla2g7	8.27e-09	3.032171912	protein_coding	protein_coding	Upregulated	ENSMUSG00000023913	ENSG00000146070
ENSMUSG00000034472	Rasd2	5.86e-25	3.038260091	protein_coding	protein_coding	Upregulated	ENSMUSG00000034472	ENSG00000100302
ENSMUSG00000044250	Pced1b	1.2e-06	3.041842388	protein_coding	protein_coding	Upregulated	ENSMUSG00000044250	ENSG00000179715
ENSMUSG00000004951	Hspb1	1.25e-05	3.042190111	protein_coding	protein_coding	Upregulated	ENSMUSG00000004951	ENSG00000106211
ENSMUSG00000006362	Cbfa2t3	9.92e-15	3.043287155	protein_coding	protein_coding	Upregulated	ENSMUSG00000006362	ENSG00000129993
ENSMUSG00000042515	Mum1l1	1.01e-10	3.045365491	protein_coding	protein_coding	Upregulated	ENSMUSG00000042515	ENSG00000157502
ENSMUSG00000063687	Pcdhb5	0.007497497	3.045535275	protein_coding	protein_coding	Upregulated	ENSMUSG00000063687	ENSG00000081818
ENSMUSG00000030428	Ttyh1	6.15e-20	3.046378863	protein_coding	protein_coding	Upregulated	ENSMUSG00000030428	ENSG00000167614; ENSG00000275650; ENSG00000276537; ENSG00000276887
ENSMUSG00000035930	Chst4	4.7499999999999995e-36	3.048656582	protein_coding	protein_coding	Upregulated	ENSMUSG00000035930	ENSG00000140835
ENSMUSG00000086141	9030622O22Rik	3.36e-16	3.050147266	lincRNA	lincRNA	Upregulated		
ENSMUSG00000040495	Chrm4	1.28e-14	3.050765483	protein_coding	protein_coding	Upregulated	ENSMUSG00000040495	ENSG00000180720
ENSMUSG00000028356	Ambp	5.89e-11	3.050988818	protein_coding	protein_coding	Upregulated	ENSMUSG00000028356	ENSG00000106927
ENSMUSG00000045062	Pcdhb7	8.32e-05	3.0535346839999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000045062	ENSG00000081818
ENSMUSG00000004113	Cacna1b	1.84e-05	3.0546822380000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000004113	ENSG00000148408
ENSMUSG00000006651	Aplp1	4.98e-27	3.0571795639999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000006651	ENSG00000105290
ENSMUSG00000024501	Dpysl3	3.9100000000000005e-10	3.057207525	protein_coding	protein_coding	Upregulated	ENSMUSG00000024501	ENSG00000113657
ENSMUSG00000024028	Tff2	0.0009272530000000001	3.0598729430000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000024028	ENSG00000160181
ENSMUSG00000079037	Prnp	1.2999999999999999e-27	3.06029927	protein_coding	protein_coding	Upregulated	ENSMUSG00000079037	ENSG00000171867
ENSMUSG00000048148	Nwd1	2.2899999999999998e-05	3.060742569	protein_coding	protein_coding	Upregulated	ENSMUSG00000048148	ENSG00000188039
ENSMUSG00000000202	Btbd17	0.000365508	3.063039626	protein_coding	protein_coding	Upregulated	ENSMUSG00000000202	ENSG00000204347
ENSMUSG00000075302	Erich2	0.038267388	3.064563482	protein_coding	protein_coding	Upregulated		
ENSMUSG00000071113	Mboat4	7.47e-14	3.0668057980000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000071113	ENSG00000177669
ENSMUSG00000063851	Rnf183	0.00251072	3.0675398310000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000063851	ENSG00000165188
mmu-miR-411-5p	mmu-miR-411-5p	1.0300000000000001e-05	3.070490884	miRNA		Upregulated		
ENSMUSG00000056031	9330154J02Rik	0.000886108	3.077509585	other	other	Upregulated		
ENSMUSG00000047181	Samd14	2.4300000000000003e-20	3.080600245	protein_coding	protein_coding	Upregulated	ENSMUSG00000047181	ENSG00000167100
ENSMUSG00000045349	Sh2d5	2.79e-16	3.082113604	protein_coding	protein_coding	Upregulated	ENSMUSG00000045349	ENSG00000189410
MSTRG.38441	MSTRG.38441	1.7100000000000002e-28	3.0837807930000003	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000038209	Itln1	3.1699999999999996e-32	3.084087527	protein_coding	protein_coding	Upregulated	ENSMUSG00000038209	ENSG00000179914
ENSMUSG00000038209	Itln1	3.1699999999999996e-32	3.084087527	protein_coding	protein_coding	Upregulated	ENSMUSG00000038209	ENSG00000179914
ENSMUSG00000030345	Dyrk4	0.000664725	3.0865604510000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000030345	ENSG00000010219
ENSMUSG00000049154	Fam183b	6.5900000000000004e-31	3.090869563	protein_coding	protein_coding	Upregulated	ENSMUSG00000049154	ENSG00000164556
ENSMUSG00000049154	Fam183b	6.5900000000000004e-31	3.090869563	protein_coding	protein_coding	Upregulated	ENSMUSG00000049154	ENSG00000186973
ENSMUSG00000090291	Lrrc10b	2.56e-06	3.09099873	protein_coding	protein_coding	Upregulated	ENSMUSG00000090291	ENSG00000204950
ENSMUSG00000024827	Gldc	4.09e-09	3.091680242	protein_coding	protein_coding	Upregulated	ENSMUSG00000024827	ENSG00000178445
ENSMUSG00000043496	Tril	2.7100000000000002e-11	3.094082401	protein_coding	protein_coding	Upregulated	ENSMUSG00000043496	ENSG00000255690
ENSMUSG00000055980	Irs1	4.0499999999999997e-16	3.095055333	protein_coding	protein_coding	Upregulated	ENSMUSG00000055980	ENSG00000169047
ENSMUSG00000024986	Hhex	1.9100000000000004e-11	3.097810118	protein_coding	protein_coding	Upregulated		
ENSMUSG00000026442	Nfasc	1.7399999999999997e-19	3.097985398	protein_coding	protein_coding	Upregulated	ENSMUSG00000026442	ENSG00000163531
MSTRG.50044	MSTRG.50044	1.17e-05	3.099249398	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000026072	Il1r1	1.6100000000000002e-08	3.099268248	protein_coding	protein_coding	Upregulated	ENSMUSG00000026072	ENSG00000115594
ENSMUSG00000003053	Cyp2c29	0.000161191	3.1019587630000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000003053	ENSG00000165841
ENSMUSG00000003053	Cyp2c29	0.000161191	3.1019587630000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000003053	ENSG00000108242
ENSMUSG00000003053	Cyp2c29	0.000161191	3.1019587630000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000003053	ENSG00000138109
ENSMUSG00000078949	R3hdml	1.1699999999999998e-23	3.102411205	protein_coding	protein_coding	Upregulated	ENSMUSG00000078949	ENSG00000101074
ENSMUSG00000055610	Olfr307	3.83e-07	3.1035415769999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000055610	ENSG00000241128
ENSMUSG00000071553	Cpa2	0.001051207	3.1046989910000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000071553	ENSG00000158516
ENSMUSG00000021013	Ttc8	0.017589537	3.1050460560000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000021013	ENSG00000165533
ENSMUSG00000026443	Lrrn2	4.35e-05	3.1072972360000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000026443	ENSG00000170382
ENSMUSG00000023966	Rsph9	5.47e-12	3.107563423	protein_coding	protein_coding	Upregulated	ENSMUSG00000023966	ENSG00000172426
ENSMUSG00000027009	Itga4	9.95e-12	3.1084279089999995	protein_coding	protein_coding	Upregulated	ENSMUSG00000027009	ENSG00000115232
ENSMUSG00000052942	Glis3	1.1400000000000001e-10	3.115581147	protein_coding	protein_coding	Upregulated	ENSMUSG00000052942	ENSG00000107249
ENSMUSG00000054640	Slc8a1	2.46e-07	3.116109932	protein_coding	protein_coding	Upregulated	ENSMUSG00000054640	ENSG00000183023
ENSMUSG00000024175	Tekt4	0.0002634	3.1162942510000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000024175	ENSG00000163060
ENSMUSG00000046215	Rprml	2.1600000000000004e-09	3.1209252839999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000046215	ENSG00000179673
ENSMUSG00000024897	Apba1	2.77e-15	3.1260899639999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000024897	ENSG00000107282; ENSG00000276497
ENSMUSG00000028415	Spink4	8.399999999999999e-43	3.1273113439999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000028415	ENSG00000122711
ENSMUSG00000027434	Nkx2-2	1.84e-05	3.1296251930000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000027434	ENSG00000125820
ENSMUSG00000096914	Galntl6	1.3500000000000001e-12	3.1307880210000003	protein_coding	protein_coding	Upregulated		
MSTRG.17543	MSTRG.17543	1.56e-07	3.131132013	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000042961	Egflam	0.008066964	3.138115659	protein_coding	protein_coding	Upregulated	ENSMUSG00000042961	ENSG00000164318
MSTRG.12425	MSTRG.12425	1.28e-07	3.141522708	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000021999	Cpb2	0.0004101	3.14238193	protein_coding	protein_coding	Upregulated	ENSMUSG00000021999	ENSG00000080618
ENSMUSG00000022054	Nefm	4.9099999999999996e-48	3.142635015	protein_coding	protein_coding	Upregulated	ENSMUSG00000022054	ENSG00000104722
ENSMUSG00000092083	Kcnb2	2.9100000000000002e-21	3.145171242	protein_coding	protein_coding	Upregulated	ENSMUSG00000092083	ENSG00000182674
ENSMUSG00000029420	Rimbp2	7.92e-19	3.1453631110000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000029420	ENSG00000060709
ENSMUSG00000020486	Sep-04	0.020039828	3.146809498	protein_coding	protein_coding	Upregulated	ENSMUSG00000020486	ENSG00000108387
ENSMUSG00000052364	B630019K06Rik	6.650000000000001e-17	3.1474691089999998	protein_coding	protein_coding	Upregulated		
ENSMUSG00000027360	Hdc	2.7e-07	3.1490350339999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000027360	ENSG00000140287
ENSMUSG00000089712	Gm15889	9.969999999999999e-21	3.1515778660000002	lincRNA	lincRNA	Upregulated		
ENSMUSG00000036533	Cdc42ep3	3.22e-17	3.1543913580000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000036533	ENSG00000163171
ENSMUSG00000009292	Trpm2	1.52e-14	3.15754295	protein_coding	protein_coding	Upregulated	ENSMUSG00000009292	ENSG00000142185
ENSMUSG00000058975	Kcnc1	1.63e-14	3.15813263	protein_coding	protein_coding	Upregulated	ENSMUSG00000058975	ENSG00000129159
ENSMUSG00000019775	Rgs17	1.2699999999999999e-07	3.161723355	protein_coding	protein_coding	Upregulated	ENSMUSG00000019775	ENSG00000091844
ENSMUSG00000027938	Creb3l4	8.409999999999999e-18	3.162285475	protein_coding	protein_coding	Upregulated	ENSMUSG00000027938	ENSG00000143578
ENSMUSG00000078776	9530053A07Rik	8.880000000000001e-13	3.1629358219999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000078776	ENSG00000275395; ENSG00000281123
ENSMUSG00000053004	Hrh1	2.91e-06	3.164381151	protein_coding	protein_coding	Upregulated	ENSMUSG00000053004	ENSG00000196639
ENSMUSG00000050321	Neto1	6.27e-10	3.167842756	protein_coding	protein_coding	Upregulated	ENSMUSG00000050321	ENSG00000166342
ENSMUSG00000039059	Hrh3	9.06e-09	3.17370381	protein_coding	protein_coding	Upregulated	ENSMUSG00000039059	ENSG00000101180
ENSMUSG00000110195	Pde2a	9.3e-40	3.1746709319999997	protein_coding	protein_coding	Upregulated		
ENSMUSG00000030137	Tuba8	5.57e-06	3.1748924510000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000030137	ENSG00000183785
ENSMUSG00000025582	Nptx1	7.21e-15	3.1757764969999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000025582	ENSG00000171246
ENSMUSG00000090223	Pcp4	1.51e-10	3.1760800110000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000090223	ENSG00000183036
ENSMUSG00000040035	Disp2	1.9300000000000002e-47	3.178182125	protein_coding	protein_coding	Upregulated	ENSMUSG00000040035	ENSG00000140323
ENSMUSG00000074217	2210011C24Rik	8.6e-07	3.179088137	protein_coding	protein_coding	Upregulated	ENSMUSG00000074217	-
ENSMUSG00000028226	Mmp16	0.011656956000000001	3.1793299210000003	protein_coding	protein_coding	Upregulated	ENSMUSG00000028226	ENSG00000156103
ENSMUSG00000028072	Ntrk1	0.01503793	3.1830493619999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000028072	ENSG00000198400
ENSMUSG00000043518	Rai2	8.759999999999999e-15	3.183448088	protein_coding	protein_coding	Upregulated	ENSMUSG00000043518	ENSG00000131831
ENSMUSG00000022340	Sybu	1.94e-08	3.1836197139999998	protein_coding	protein_coding	Upregulated	ENSMUSG00000022340	ENSG00000147642
ENSMUSG00000027876	Reg4	3.6e-56	3.184209935	protein_coding	protein_coding	Upregulated	ENSMUSG00000027876	ENSG00000134193
ENSMUSG00000020175	Rab36	0.00032002	3.185049549	protein_coding	protein_coding	Upregulated	ENSMUSG00000020175	ENSG00000100228
ENSMUSG00000044548	Dact1	0.000408631	3.185348317	protein_coding	protein_coding	Upregulated	ENSMUSG00000044548	ENSG00000165617
ENSMUSG00000028785	Hpca	7.69e-11	3.196421444	protein_coding	protein_coding	Upregulated	ENSMUSG00000028785	ENSG00000121905
ENSMUSG00000026833	Olfm1	4.85e-09	3.199305138	protein_coding	protein_coding	Upregulated	ENSMUSG00000026833	ENSG00000130558
ENSMUSG00000103043	Gm37306	2.98e-15	3.199722823	lincRNA	lincRNA	Upregulated		
ENSMUSG00000015968	Cacna1d	2.29e-11	3.1997412310000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000015968	ENSG00000157388
MSTRG.17632	MSTRG.17632	0.004880776	3.2017497660000003	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated		
ENSMUSG00000033061	Resp18	1.5999999999999999e-21	3.20479039	protein_coding	protein_coding	Upregulated	ENSMUSG00000033061	ENSG00000182698
ENSMUSG00000043388	Tmem130	1.18e-08	3.208048015	protein_coding	protein_coding	Upregulated	ENSMUSG00000043388	ENSG00000166448
ENSMUSG00000056185	Snx32	3.07e-08	3.20897498	protein_coding	protein_coding	Upregulated	ENSMUSG00000056185	ENSG00000172803
ENSMUSG00000036872	Abcc12	2.74e-15	3.209672467	protein_coding	protein_coding	Upregulated	ENSMUSG00000036872	ENSG00000140798
ENSMUSG00000027254	Map1a	4.39e-09	3.210296197	protein_coding	protein_coding	Upregulated	ENSMUSG00000027254	ENSG00000166963
ENSMUSG00000009092	Derl3	4.03e-10	3.210356622	protein_coding	protein_coding	Upregulated	ENSMUSG00000009092	ENSG00000099958; ENSG00000274437
ENSMUSG00000049288	Lix1l	6.08e-06	3.2131980110000002	protein_coding	protein_coding	Upregulated	ENSMUSG00000049288	ENSG00000271601
ENSMUSG00000075296	Aldh3b2	1.4999999999999999e-05	3.213855358	protein_coding	protein_coding	Upregulated		
ENSMUSG00000038555	Reep2	9e-05	3.2202279239999996	protein_coding	protein_coding	Upregulated	ENSMUSG00000038555	ENSG00000132563
ENSMUSG00000045876	Pcdhb8	0.001850925	3.222690464	protein_coding	protein_coding	Upregulated	ENSMUSG00000045876	ENSG00000113209
mmu-miR-409-3p	mmu-miR-409-3p	4.2799999999999997e-07	3.2278165960000003	miRNA		Upregulated		
ENSMUSG00000028926	Cdk14	4.3299999999999995e-11	3.2306916410000004	protein_coding	protein_coding	Upregulated	ENSMUSG00000028926	ENSG00000058091
ENSMUSG00000056553	Ptprn2	3.4e-26	3.232038114	protein_coding	protein_coding	Upregulated	ENSMUSG00000056553	ENSG00000282185; ENSG00000155093
ENSMUSG00000055963	Triqk	1.35e-10	3.2338201389999996	protein_coding	protein_coding	Upregulated	ENSMUSG00000055963	ENSG00000205133
ENSMUSG00000042750	Bex2	1.23e-35	3.2346845419999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000042750	ENSG00000133134
ENSMUSG00000042750	Bex2	1.23e-35	3.2346845419999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000042750	ENSG00000133169
ENSMUSG00000006586	Runx1t1	1.56e-07	3.2376289519999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000006586	ENSG00000079102
ENSMUSG00000064213	Defa24	1.9199999999999997e-32	3.238008157	protein_coding	protein_coding	Upregulated	ENSMUSG00000064213	ENSG00000164816
ENSMUSG00000064213	Defa24	1.9199999999999997e-32	3.238008157	protein_coding	protein_coding	Upregulated	ENSMUSG00000064213	ENSG00000164816
ENSMUSG00000081769	Gm12216	4.2e-05	3.238016553	protein_coding	protein_coding	Upregulated		
ENSMUSG00000017943	Gdap1l1	3.02e-19	3.2383336469999997	protein_coding	protein_coding	Upregulated	ENSMUSG00000017943	ENSG00000124194
ENSMUSG00000046546	Fam43a	8.6e-24	3.238840689	protein_coding	protein_coding	Upregulated	ENSMUSG00000046546	ENSG00000185112
