target_id	gene_name	qval	log2fc	final_annotation	direction	final_annotation.y
ENSMUSG00000086513	9130208D14Rik	1.14E-13	-2.523208425	other	Downregulated	other
ENSMUSG00000086674	Zfp286os	0.00905442	-2.649481544	other	Downregulated	other
ENSMUSG00000086706	Gm15848	0.020408015	-1.135464187	other	Downregulated	other
ENSMUSG00000086735	Gm13977	0.033572252	-2.031561606	other	Downregulated	other
ENSMUSG00000086782	E130102H24Rik	0.001657776	2.674276992	lincRNA	Upregulated	lincRNA
ENSMUSG00000086813	Gm13657	8.78E-06	-2.856572658	other	Downregulated	other
ENSMUSG00000086914	Gm16124	0.014312365	1.081267335	other	Upregulated	other
ENSMUSG00000086923	4930406D18Rik	0.041890357	2.509258489	other	Upregulated	other
ENSMUSG00000086942	Gm15489	0.002158666	-1.698210509	other	Downregulated	other
ENSMUSG00000087017	4930417H01Rik	0.021847554	-2.311671528	other	Downregulated	other
ENSMUSG00000087030	Gm16143	8.06E-08	-5.22666479	other	Downregulated	other
ENSMUSG00000087047	1700110K17Rik	0.03328863	1.304625924	other	Upregulated	other
ENSMUSG00000087060	Eldr	1.52E-06	-1.878518486	other	Downregulated	other
ENSMUSG00000087142	Gm12454	8.60E-07	-2.545674205	other	Downregulated	other
ENSMUSG00000087150	BC064078	2.19E-05	-2.836223139	other	Downregulated	other
ENSMUSG00000087179	Gm14230	4.87E-07	-2.873105096	lincRNA	Downregulated	lincRNA
ENSMUSG00000087196	Gm13373	0.042507847	-1.352608459	lincRNA	Downregulated	lincRNA
ENSMUSG00000087211	Lhx1os	1.29E-07	4.013500519	lincRNA	Upregulated	lincRNA
ENSMUSG00000087213	2810408I11Rik	0.000300352	-1.099965522	other	Downregulated	other
ENSMUSG00000087326	Gm12503	0.031811985	1.969762303	other	Upregulated	other
ENSMUSG00000087339	Gm11586	0.011329825	-1.931760324	other	Downregulated	other
ENSMUSG00000087346	Gm5699	0.004316686	-3.95711825	other	Downregulated	other
ENSMUSG00000087352	Gm12999	3.62E-06	-2.582450448	other	Downregulated	other
ENSMUSG00000087357	Gm12498	0.000624524	-3.262253454	lincRNA	Downregulated	lincRNA
ENSMUSG00000087406	E130215H24Rik	0.026080399	-1.783466418	other	Downregulated	other
ENSMUSG00000087412	Gm15501	0.031554094	-1.120438642	other	Downregulated	other
ENSMUSG00000087433	Gm14167	0.013800146	1.721586303	other	Upregulated	other
ENSMUSG00000087445	Gm14286	0.030514751	-1.264896524	other	Downregulated	other
ENSMUSG00000087476	Rap1gapos	0.006566227	1.292586247	other	Upregulated	other
ENSMUSG00000087530	Gm15533	1.22E-05	-3.627654425	other	Downregulated	other
ENSMUSG00000087541	Hopxos	0.003921061	2.060604059	other	Upregulated	other
ENSMUSG00000087574	C030037D09Rik	0.035264913	-1.223335577	lincRNA	Downregulated	lincRNA
ENSMUSG00000087593	Gm16174	0.043256786	2.374157135	other	Upregulated	other
ENSMUSG00000087594	BC039771	0.045738371	-1.426530247	other	Downregulated	other
ENSMUSG00000087611	4930458D05Rik	4.12E-12	-2.370798803	other	Downregulated	other
ENSMUSG00000087627	A230059L01Rik	0.006108498	1.219344608	other	Upregulated	other
ENSMUSG00000087700	Gm15283	5.62E-12	-6.213695408	other	Downregulated	other
ENSMUSG00000089669	Tnfsf13	3.28E-12	-3.13066065	protein_coding	Downregulated	protein_coding
ENSMUSG00000089712	Gm15889	2.20E-18	3.305739242	lincRNA	Upregulated	lincRNA
ENSMUSG00000089715	Cbx6	0.047483586	1.102920656	protein_coding	Upregulated	protein_coding
ENSMUSG00000089769	Gm16574	0.001705246	2.310692095	other	Upregulated	other
ENSMUSG00000089774	Slc5a3	3.97E-05	-1.072476387	protein_coding	Downregulated	protein_coding
ENSMUSG00000089900	Tbc1d22bos	0.000769228	-2.971542666	other	Downregulated	other
ENSMUSG00000089901	Gm8113	0.024074934	1.269832038	protein_coding	Upregulated	protein_coding
ENSMUSG00000089940	Gm4117	1.31E-05	-1.447408673	other	Downregulated	other
ENSMUSG00000089975	Gm7420	0.000245773	2.161442857	other	Upregulated	other
ENSMUSG00000089996	Tmsb15b2	0.015007054	2.06805373	protein_coding	Upregulated	protein_coding
ENSMUSG00000090019	Gimap1	1.33E-05	-1.079846881	protein_coding	Downregulated	protein_coding
ENSMUSG00000090071	Cdk5r2	1.38E-13	3.92479745	protein_coding	Upregulated	protein_coding
ENSMUSG00000090086	AI480526	0.010191236	1.249699764	lincRNA	Upregulated	lincRNA
ENSMUSG00000090100	Ttbk2	0.006304686	1.098978014	protein_coding	Upregulated	protein_coding
ENSMUSG00000090150	Acad11	0.000148108	-1.156034843	protein_coding	Downregulated	protein_coding
ENSMUSG00000090164	BC035044	0.000271671	-3.279782822	protein_coding	Downregulated	protein_coding
ENSMUSG00000090175	Ugt1a9	8.55E-49	-4.005425309	protein_coding	Downregulated	protein_coding
ENSMUSG00000090213	Tmem189	2.46E-09	-1.520719391	protein_coding	Downregulated	protein_coding
ENSMUSG00000090223	Pcp4	0.000486393	2.015697891	protein_coding	Upregulated	protein_coding
ENSMUSG00000090236	Car15	0.002796862	1.364771557	protein_coding	Upregulated	protein_coding
ENSMUSG00000090291	Lrrc10b	1.70E-10	4.545129397	protein_coding	Upregulated	protein_coding
ENSMUSG00000090486	BC035947	0.00169311	-1.707341924	protein_coding	Downregulated	protein_coding
ENSMUSG00000090622	A930033H14Rik	0.012746781	-1.64858184	protein_coding	Downregulated	protein_coding
ENSMUSG00000090700	Cyp4f40	5.34E-14	-3.405406298	protein_coding	Downregulated	protein_coding
ENSMUSG00000090877	Hspa1b	0.018857777	3.304841402	protein_coding	Upregulated	protein_coding
ENSMUSG00000090891	D6Ertd527e	0.049478084	-1.692416971	protein_coding	Downregulated	protein_coding
ENSMUSG00000090990	Gm17197	0.000492771	-1.586197275	other	Downregulated	other
ENSMUSG00000091050	9330020H09Rik	3.75E-05	1.561062176	other	Upregulated	other
ENSMUSG00000091228	Gm20390	0.033344703	1.108864355	protein_coding	Upregulated	protein_coding
ENSMUSG00000091243	Vgll3	4.62E-07	3.524132035	protein_coding	Upregulated	protein_coding
ENSMUSG00000091337	Eid1	1.94E-09	1.987310577	protein_coding	Upregulated	protein_coding
ENSMUSG00000091387	Gcnt4	1.57E-48	-3.508543856	protein_coding	Downregulated	protein_coding
ENSMUSG00000091412	Gm2895	0.001984015	-2.520829675	other	Downregulated	other
ENSMUSG00000091492	Gm17025	0.002038128	-1.214433127	other	Downregulated	other
ENSMUSG00000091705	H2-Q2	8.28E-05	-1.655651185	protein_coding	Downregulated	protein_coding
ENSMUSG00000091721	Gimd1	0.001049758	1.068789339	protein_coding	Upregulated	protein_coding
ENSMUSG00000091813	Ces2h	0.046481357	-1.830977105	protein_coding	Downregulated	protein_coding
ENSMUSG00000091898	Tnnc1	0.007973591	2.021635157	protein_coding	Upregulated	protein_coding
ENSMUSG00000091956	C2cd4b	0.0032355	3.812396079	protein_coding	Upregulated	protein_coding
ENSMUSG00000091957	Rps2-ps10	0.001869498	-1.173389387	other	Downregulated	other
ENSMUSG00000092060	Bend4	0.025349234	-1.770384545	protein_coding	Downregulated	protein_coding
ENSMUSG00000092071	A230065N10Rik	0.00374339	3.415793007	other	Upregulated	other
ENSMUSG00000092083	Kcnb2	8.81E-24	3.716430018	protein_coding	Upregulated	protein_coding
ENSMUSG00000092178	Gm45351	0.006062965	1.524351866	lincRNA	Upregulated	lincRNA
ENSMUSG00000092183	4930515G01Rik	0.008973429	1.499322848	other	Upregulated	other
ENSMUSG00000092212	Slc22a13b-ps	3.53E-09	-3.692012435	other	Downregulated	other
ENSMUSG00000092274	Neat1	0.007387979	1.192328491	lincRNA	Upregulated	lincRNA
ENSMUSG00000092486	2610524H06Rik	7.71E-08	1.801355187	protein_coding	Upregulated	protein_coding
ENSMUSG00000092500	Gm20400	0.000104591	3.253389097	other	Upregulated	other
ENSMUSG00000092570	2210019I11Rik	0.028387664	-2.906587134	other	Downregulated	other
ENSMUSG00000092586	Ly6g6c	3.48E-07	2.878728149	protein_coding	Upregulated	protein_coding
ENSMUSG00000092618	Btnl6	0.00016976	-2.227488773	protein_coding	Downregulated	protein_coding
ENSMUSG00000093401	Vmn2r-ps126	0.002380568	-4.270898635	other	Downregulated	other
ENSMUSG00000093405	Gm20684	0.000341715	-2.066610142	other	Downregulated	other
ENSMUSG00000093622	Gm20703	0.007883271	1.730081647	other	Upregulated	other
ENSMUSG00000093720	Gm20635	0.021180074	1.677173122	other	Upregulated	other
ENSMUSG00000093726	Gm20667	0.001000734	-1.421437844	other	Downregulated	other
ENSMUSG00000093805	Gm9994	3.08E-05	-2.184305405	protein_coding	Downregulated	protein_coding
ENSMUSG00000093901	Olfr893	0.038265501	-1.194508494	protein_coding	Downregulated	protein_coding
ENSMUSG00000094053	Scgb2b7	0.036866914	2.6986795	protein_coding	Upregulated	protein_coding
ENSMUSG00000094091	Gm21885	5.38E-07	-2.829014958	other	Downregulated	other
ENSMUSG00000094103	1700047I17Rik2	1.12E-05	1.204920567	protein_coding	Upregulated	protein_coding
ENSMUSG00000094219	Calhm3	0.004099311	1.912462216	protein_coding	Upregulated	protein_coding
ENSMUSG00000094305	Scgb2b20	0.0003458	2.343959095	protein_coding	Upregulated	protein_coding
ENSMUSG00000094328	Gm9125	0.002417946	2.747311709	protein_coding	Upregulated	protein_coding
ENSMUSG00000094362	Defa33	9.86E-13	5.353597639	protein_coding	Upregulated	protein_coding
ENSMUSG00000094447	9430069I07Rik	1.28E-05	-2.90760032	protein_coding	Downregulated	protein_coding
ENSMUSG00000094559	Cyp2d34	9.67E-12	-3.55649467	protein_coding	Downregulated	protein_coding
ENSMUSG00000094584	Ms4a18	4.14E-05	-2.224909649	protein_coding	Downregulated	protein_coding
ENSMUSG00000094595	Fsbp	0.028655491	-1.100370988	protein_coding	Downregulated	protein_coding
ENSMUSG00000094626	Cecr6	3.10E-09	3.95172662	protein_coding	Upregulated	protein_coding
ENSMUSG00000094651	Gal3st2	1.64E-11	-2.707244412	protein_coding	Downregulated	protein_coding
ENSMUSG00000094662	Defa36	7.61E-37	4.518994019	protein_coding	Upregulated	protein_coding
ENSMUSG00000094690	1600014C23Rik	5.68E-18	-6.687852005	protein_coding	Downregulated	protein_coding
ENSMUSG00000094786	Gm14403	0.018765727	-1.111967977	protein_coding	Downregulated	protein_coding
ENSMUSG00000094818	Defa32	1.06E-13	5.542157274	protein_coding	Upregulated	protein_coding
ENSMUSG00000094840	Muc3a	3.46E-06	1.593428282	protein_coding	Upregulated	protein_coding
ENSMUSG00000094858	Olfr1297	0.044588091	-1.615321668	protein_coding	Downregulated	protein_coding
ENSMUSG00000094928	1700122O11Rik	0.013371298	-2.375656766	protein_coding	Downregulated	protein_coding
ENSMUSG00000095026	Gm3336	0.005840092	-1.909162542	protein_coding	Downregulated	protein_coding
ENSMUSG00000095041	AC149090.1	6.64E-10	1.200844015	protein_coding	Upregulated	protein_coding
ENSMUSG00000095042	Gm12537	0.009896399	-2.532711108	other	Downregulated	other
ENSMUSG00000095066	Defa20	1.19E-17	4.400606592	protein_coding	Upregulated	protein_coding
ENSMUSG00000095105	Edaradd	0.012410637	-1.00575394	protein_coding	Downregulated	protein_coding
ENSMUSG00000095457	Gm8989	3.52E-10	-4.647851681	other	Downregulated	other
ENSMUSG00000095595	Fam177a	5.91E-07	1.048487491	protein_coding	Upregulated	protein_coding
ENSMUSG00000095649	Gm8979	0.000162858	-2.019946722	other	Downregulated	other
ENSMUSG00000095930	Nim1k	5.05E-08	4.159280222	protein_coding	Upregulated	protein_coding
ENSMUSG00000096001	2610528A11Rik	3.24E-09	-7.550866257	protein_coding	Downregulated	protein_coding
ENSMUSG00000096054	Syne1	3.67E-09	3.939400717	protein_coding	Upregulated	protein_coding
ENSMUSG00000096146	Kcnj11	0.005592305	1.8050467	protein_coding	Upregulated	protein_coding
ENSMUSG00000096295	Defa2	1.70E-18	4.580617813	protein_coding	Upregulated	protein_coding
ENSMUSG00000096299	Gm21814	0.009149138	3.041817292	lincRNA	Upregulated	lincRNA
ENSMUSG00000096370	Gm21992	0.001191559	1.212656197	protein_coding	Upregulated	protein_coding
ENSMUSG00000096472	Cdkn2d	0.006910466	-1.146271417	protein_coding	Downregulated	protein_coding
ENSMUSG00000096546	Smlr1	4.18E-10	-3.066849998	protein_coding	Downregulated	protein_coding
ENSMUSG00000096606	Tpbgl	0.007491611	-2.522903738	protein_coding	Downregulated	protein_coding
ENSMUSG00000096617	Gm5559	0.025797366	-2.262395478	other	Downregulated	other
ENSMUSG00000096717	Vmn2r98	0.007941006	-5.218001239	protein_coding	Downregulated	protein_coding
ENSMUSG00000096727	Psmb9	0.005909457	-1.21265328	protein_coding	Downregulated	protein_coding
ENSMUSG00000096808	AC132444.6	0.007143464	-1.981807442	protein_coding	Downregulated	protein_coding
ENSMUSG00000096810	Gm10481	0.016843278	-2.088480466	other	Downregulated	other
ENSMUSG00000096847	Tmem151b	1.06E-23	5.562478617	protein_coding	Upregulated	protein_coding
ENSMUSG00000096914	Galntl6	0.000676132	1.766091454	protein_coding	Upregulated	protein_coding
ENSMUSG00000096918	Gm16863	0.011612448	-1.043672822	lincRNA	Downregulated	lincRNA
ENSMUSG00000096940	Gm4755	2.13E-05	-2.193877946	lincRNA	Downregulated	lincRNA
ENSMUSG00000096944	Gm26722	0.005330873	3.788039156	lincRNA	Upregulated	lincRNA
ENSMUSG00000096959	4930509G22Rik	0.010340898	-1.349185899	lincRNA	Downregulated	lincRNA
ENSMUSG00000096981	Gm16845	0.010152592	1.03931912	other	Upregulated	other
ENSMUSG00000096995	2810029C07Rik	8.65E-06	2.490495187	lincRNA	Upregulated	lincRNA
ENSMUSG00000097006	9530082P21Rik	0.00654057	-1.156713531	lincRNA	Downregulated	lincRNA
ENSMUSG00000097027	Gm26559	0.034051279	1.994078265	lincRNA	Upregulated	lincRNA
ENSMUSG00000097039	Pvt1	0.000838467	1.13554075	lincRNA	Upregulated	lincRNA
ENSMUSG00000097048	1600020E01Rik	0.001603269	1.2652468	other	Upregulated	other
ENSMUSG00000097056	Gm4262	0.000424605	1.079368136	lincRNA	Upregulated	lincRNA
ENSMUSG00000097059	Fam120aos	5.16E-05	1.112518692	lincRNA	Upregulated	lincRNA
ENSMUSG00000097080	1700086O06Rik	0.010170149	1.123139473	lincRNA	Upregulated	lincRNA
ENSMUSG00000097088	Gm26615	0.027589918	-1.958534389	lincRNA	Downregulated	lincRNA
ENSMUSG00000097123	Gm6297	0.01936138	1.534469488	lincRNA	Upregulated	lincRNA
ENSMUSG00000097124	A530020G20Rik	0.002114886	1.483995451	other	Upregulated	other
ENSMUSG00000097131	D230017M19Rik	0.008902753	1.908301372	lincRNA	Upregulated	lincRNA
ENSMUSG00000097145	9230114K14Rik	0.000438209	2.101089804	other	Upregulated	other
ENSMUSG00000097148	Gm3839	0.024699591	-1.390897984	protein_coding	Downregulated	protein_coding
ENSMUSG00000097165	2210008F06Rik	0.02992472	1.723299687	lincRNA	Upregulated	lincRNA
ENSMUSG00000097167	Gm16740	0.005474451	1.458464695	other	Upregulated	other
ENSMUSG00000097184	4632428C04Rik	3.66E-08	-3.412541621	lincRNA	Downregulated	lincRNA
ENSMUSG00000097203	4732419C18Rik	1.04E-11	-3.547320863	lincRNA	Downregulated	lincRNA
ENSMUSG00000097222	1010001N08Rik	3.32E-07	-1.263842071	lincRNA	Downregulated	lincRNA
ENSMUSG00000097276	4930525G20Rik	0.000430296	1.892003622	other	Upregulated	other
ENSMUSG00000097277	2900076A07Rik	0.009151324	1.247608039	lincRNA	Upregulated	lincRNA
ENSMUSG00000097281	Gm26685	0.032708063	-1.684929785	lincRNA	Downregulated	lincRNA
ENSMUSG00000097284	4930480K23Rik	0.00466408	-1.481277604	lincRNA	Downregulated	lincRNA
ENSMUSG00000097287	D130017N08Rik	0.00402501	1.247295744	lincRNA	Upregulated	lincRNA
ENSMUSG00000097305	Gm17276	0.013551638	1.139138835	lincRNA	Upregulated	lincRNA
ENSMUSG00000097310	A930038B10Rik	2.22E-08	-3.122708746	lincRNA	Downregulated	lincRNA
ENSMUSG00000097328	Tnfsf12	0.044662716	1.741308073	protein_coding	Upregulated	protein_coding
ENSMUSG00000097347	Gm17275	0.024876342	2.825345955	lincRNA	Upregulated	lincRNA
ENSMUSG00000097354	2310001H17Rik	0.000214148	-1.111084356	lincRNA	Downregulated	lincRNA
ENSMUSG00000097388	Gm3200	0.04720392	-1.937831652	other	Downregulated	other
ENSMUSG00000097413	A830052D11Rik	6.20E-05	-2.119420744	lincRNA	Downregulated	lincRNA
ENSMUSG00000097414	B130046B21Rik	2.23E-11	-4.623870847	lincRNA	Downregulated	lincRNA
ENSMUSG00000097415	AU020206	0.002500841	-1.207756761	lincRNA	Downregulated	lincRNA
ENSMUSG00000097439	Gm16754	1.97E-09	-4.043722017	other	Downregulated	other
ENSMUSG00000097493	9930014A18Rik	0.003590203	-1.080198989	other	Downregulated	other
ENSMUSG00000097494	4933406C10Rik	0.006259715	2.269344634	lincRNA	Upregulated	lincRNA
ENSMUSG00000097514	Gm17619	0.047908538	-1.340604042	lincRNA	Downregulated	lincRNA
ENSMUSG00000097519	4930558J18Rik	0.024360842	-1.418363996	lincRNA	Downregulated	lincRNA
ENSMUSG00000097523	1700022N22Rik	0.046154465	-1.377906071	lincRNA	Downregulated	lincRNA
ENSMUSG00000097527	1700112J16Rik	0.000295566	2.972742123	lincRNA	Upregulated	lincRNA
ENSMUSG00000097561	4632411P08Rik	0.010688124	1.060378964	lincRNA	Upregulated	lincRNA
ENSMUSG00000097566	A930024N18Rik	0.048187881	-1.146170877	lincRNA	Downregulated	lincRNA
ENSMUSG00000097601	Gm26660	0.003597614	2.572024051	lincRNA	Upregulated	lincRNA
ENSMUSG00000097615	Gm2061	3.06E-08	-5.49557192	lincRNA	Downregulated	lincRNA
ENSMUSG00000097632	4930552P12Rik	3.25E-08	-3.966621661	lincRNA	Downregulated	lincRNA
ENSMUSG00000097643	A130051J06Rik	1.67E-10	-2.410040134	protein_coding	Downregulated	protein_coding
ENSMUSG00000097673	Gm26608	1.34E-14	-3.700248573	lincRNA	Downregulated	lincRNA
ENSMUSG00000097674	Gm26610	0.025637465	1.43881257	lincRNA	Upregulated	lincRNA
ENSMUSG00000097709	2810429I04Rik	0.032768892	-1.029255349	lincRNA	Downregulated	lincRNA
ENSMUSG00000097727	F630040K05Rik	0.00314048	-2.096050411	lincRNA	Downregulated	lincRNA
ENSMUSG00000097730	Gm26588	4.91E-06	3.52372114	other	Upregulated	other
ENSMUSG00000097767	Miat	0.016906045	1.995329484	lincRNA	Upregulated	lincRNA
ENSMUSG00000097779	4833407H14Rik	0.001535517	-1.834912313	lincRNA	Downregulated	lincRNA
ENSMUSG00000097785	B230217O12Rik	0.034492896	1.856372071	lincRNA	Upregulated	lincRNA
ENSMUSG00000097787	2700046G09Rik	0.000736622	1.144274527	lincRNA	Upregulated	lincRNA
ENSMUSG00000097797	Gm26901	0.034725026	2.726170173	lincRNA	Upregulated	lincRNA
ENSMUSG00000097814	Panct2	0.041892899	2.1197944	other	Upregulated	other
ENSMUSG00000097842	9330104G04Rik	0.003061247	1.601994124	lincRNA	Upregulated	lincRNA
ENSMUSG00000097873	Gm26867	0.025709787	2.261234703	lincRNA	Upregulated	lincRNA
ENSMUSG00000097887	Gm26542	0.016703061	-1.035342584	lincRNA	Downregulated	lincRNA
ENSMUSG00000097892	Gm26801	8.93E-05	1.816105644	other	Upregulated	other
ENSMUSG00000097908	4933404O12Rik	0.0117722	-1.572957973	lincRNA	Downregulated	lincRNA
ENSMUSG00000097932	C430039J16Rik	0.000361388	-3.176380851	lincRNA	Downregulated	lincRNA
ENSMUSG00000097972	Scgb2b15	6.99E-06	2.112123142	protein_coding	Upregulated	protein_coding
ENSMUSG00000097979	Gm4691	0.001087208	-3.111347259	other	Downregulated	other
ENSMUSG00000098019	Gm2546	0.036450502	-1.978763739	other	Downregulated	other
ENSMUSG00000098037	Gm7765	0.007158362	-2.015256693	other	Downregulated	other
ENSMUSG00000098090	2700099C18Rik	0.000137397	-1.434089265	other	Downregulated	other
ENSMUSG00000098094	Scgb2b17	7.16E-06	2.104953665	protein_coding	Upregulated	protein_coding
ENSMUSG00000098111	Gm4654	0.039254786	-2.167151687	other	Downregulated	other
ENSMUSG00000098113	Gm2445	0.00565295	-2.419078329	other	Downregulated	other
ENSMUSG00000098132	Rassf10	0.00496304	1.311008329	protein_coding	Upregulated	protein_coding
ENSMUSG00000098426	Gm27149	0.006302649	-6.739112647	other	Downregulated	other
ENSMUSG00000098557	Kctd12	0.000741334	2.211905946	protein_coding	Upregulated	protein_coding
ENSMUSG00000098678	Mroh6	0.040469378	-1.443364837	protein_coding	Downregulated	protein_coding
ENSMUSG00000098702	1500015A07Rik	4.37E-08	1.928338002	other	Upregulated	other
ENSMUSG00000098715	Gm28053	0.032082926	-1.305048466	protein_coding	Downregulated	protein_coding
ENSMUSG00000098836	Gm27572	0.002192797	-1.858103608	other	Downregulated	other
ENSMUSG00000098847	Gm27235	0.000513307	3.889751365	protein_coding	Upregulated	protein_coding
ENSMUSG00000098895	Gm21013	0.037722517	-2.139190347	other	Downregulated	other
ENSMUSG00000099025	Gm27162	0.000145866	1.421985591	lincRNA	Upregulated	lincRNA
ENSMUSG00000099032	Tcf24	0.004894874	-2.004635135	protein_coding	Downregulated	protein_coding
ENSMUSG00000099145	Mir8116	0.00565295	-1.336700774	other	Downregulated	other
ENSMUSG00000099148	Gm3331	6.66E-05	3.61221962	lincRNA	Upregulated	lincRNA
ENSMUSG00000099474	1700097N02Rik	0.000988782	-1.566363753	other	Downregulated	other
ENSMUSG00000099478	Gm28370	0.000702653	-2.032297931	other	Downregulated	other
ENSMUSG00000099519	Gm29253	0.00742004	3.863553574	other	Upregulated	other
ENSMUSG00000099632	2900093K20Rik	3.76E-05	2.071670073	other	Upregulated	other
ENSMUSG00000099689	Zfp383	0.006062965	1.26135854	protein_coding	Upregulated	protein_coding
ENSMUSG00000099843	Gm7160	0.034834772	1.054924803	lincRNA	Upregulated	lincRNA
ENSMUSG00000099890	Gm28262	0.001511898	-3.263249485	other	Downregulated	other
ENSMUSG00000100017	2410022M11Rik	0.015536396	1.163912881	other	Upregulated	other
ENSMUSG00000100153	Gm5601	0.006722833	-2.067736018	other	Downregulated	other
ENSMUSG00000100183	Gm28512	5.14E-05	-2.364703383	other	Downregulated	other
ENSMUSG00000100593	1700119H24Rik	3.80E-07	-3.227168737	other	Downregulated	other
ENSMUSG00000100632	9430060I03Rik	0.039880153	-1.26543144	other	Downregulated	other
ENSMUSG00000100707	Gm28523	8.16E-07	-2.75216235	other	Downregulated	other
ENSMUSG00000100714	2010308F09Rik	0.00884016	-1.46424561	lincRNA	Downregulated	lincRNA
ENSMUSG00000100738	2010106C02Rik	5.03E-09	-4.574021172	other	Downregulated	other
ENSMUSG00000100776	Gm18254	0.00426371	-1.505839616	other	Downregulated	other
ENSMUSG00000100975	Gm28875	0.001847719	-3.042682156	lincRNA	Downregulated	lincRNA
ENSMUSG00000101013	A630072M18Rik	0.008209185	1.328355965	other	Upregulated	other
ENSMUSG00000101031	Ms4a12	4.61E-06	-1.091602673	protein_coding	Downregulated	protein_coding
ENSMUSG00000101304	Plet1os	0.008495646	1.589095182	other	Upregulated	other
ENSMUSG00000101462	Gm3052	0.039176535	1.31590785	other	Upregulated	other
ENSMUSG00000101537	Gm29571	2.96E-09	-4.903018899	other	Downregulated	other
ENSMUSG00000101605	Ace3	0.000733758	2.827091331	protein_coding	Upregulated	protein_coding
ENSMUSG00000101609	Kcnq1ot1	0.001298631	-1.649187975	other	Downregulated	other
ENSMUSG00000101641	Gm29560	1.40E-08	-3.854068046	other	Downregulated	other
ENSMUSG00000101939	Gm28438	0.018897497	9.120336749	other	Upregulated	other
ENSMUSG00000102011	Gm28930	7.54E-11	-1.858049624	lincRNA	Downregulated	lincRNA
ENSMUSG00000102047	2010010A06Rik	0.000648155	-2.436453422	other	Downregulated	other
ENSMUSG00000102059	Gm20257	2.21E-05	2.969802021	other	Upregulated	other
ENSMUSG00000102106	2310043O21Rik	6.69E-05	-2.115492189	lincRNA	Downregulated	lincRNA
ENSMUSG00000102123	Gm4319	0.049429297	2.588695855	lincRNA	Upregulated	lincRNA
ENSMUSG00000102152	Gm37475	0.046849878	1.966766191	other	Upregulated	other
ENSMUSG00000102184	Gm37192	9.52E-06	3.003019048	other	Upregulated	other
ENSMUSG00000102224	4930447F24Rik	0.002061919	-4.478073134	other	Downregulated	other
ENSMUSG00000102278	Gm37145	0.000351507	1.547621647	other	Upregulated	other
ENSMUSG00000102362	4930509J09Rik	0.006742046	-2.467901061	lincRNA	Downregulated	lincRNA
ENSMUSG00000102389	D630023O14Rik	0.000398574	-3.158152091	other	Downregulated	other
ENSMUSG00000102426	RP23-330G24.3	0.033918256	1.002409786	other	Upregulated	other
ENSMUSG00000102428	Pcdhga12	0.027607973	1.644633453	protein_coding	Upregulated	protein_coding
ENSMUSG00000102432	Gm29856	0.00681032	-2.251759158	other	Downregulated	other
ENSMUSG00000102440	Pcdhga9	0.028290614	1.216791215	protein_coding	Upregulated	protein_coding
ENSMUSG00000102543	Pcdhgc5	0.02496561	2.229328425	protein_coding	Upregulated	protein_coding
ENSMUSG00000102615	Gm37844	6.95E-09	-3.521941647	other	Downregulated	other
ENSMUSG00000102742	Pcdhga11	0.046424599	1.75347096	protein_coding	Upregulated	protein_coding
ENSMUSG00000102748	Pcdhgb2	5.03E-06	2.5910858	protein_coding	Upregulated	protein_coding
ENSMUSG00000102759	Gm10463	9.50E-05	-1.583721856	other	Downregulated	other
ENSMUSG00000102780	Gm38253	0.000118312	-2.594412094	other	Downregulated	other
ENSMUSG00000102802	Mgam2-ps	6.33E-06	-2.429659433	other	Downregulated	other
ENSMUSG00000102917	Gm37724	0.002164571	-1.026568062	lincRNA	Downregulated	lincRNA
ENSMUSG00000103037	Pcdhgb1	1.42E-05	2.736228449	protein_coding	Upregulated	protein_coding
ENSMUSG00000103039	Gm37123	0.01185336	-1.606203886	other	Downregulated	other
ENSMUSG00000103043	Gm37306	0.002390074	1.477335273	lincRNA	Upregulated	lincRNA
ENSMUSG00000103067	Gm30414	0.014749095	1.222794591	lincRNA	Upregulated	lincRNA
ENSMUSG00000103070	Gm37903	0.042248718	-1.948095339	other	Downregulated	other
ENSMUSG00000103088	Pcdhgb6	0.016791211	1.644307426	protein_coding	Upregulated	protein_coding
ENSMUSG00000103144	Pcdhga1	0.00681032	2.810543174	protein_coding	Upregulated	protein_coding
ENSMUSG00000103189	Gm37092	6.11E-05	-3.736587391	other	Downregulated	other
ENSMUSG00000103421	Golt1a	0.000147876	-1.165988197	protein_coding	Downregulated	protein_coding
ENSMUSG00000103472	Pcdhga7	0.001945267	1.942581554	protein_coding	Upregulated	protein_coding
ENSMUSG00000103484	Gm38000	0.030225962	-2.036579166	other	Downregulated	other
ENSMUSG00000103527	Gm37261	0.011974898	-1.486041793	other	Downregulated	other
ENSMUSG00000103529	A730089K16Rik	8.53E-09	3.882875898	other	Upregulated	other
ENSMUSG00000103567	Pcdhga5	8.76E-09	2.742857438	protein_coding	Upregulated	protein_coding
ENSMUSG00000103585	Pcdhgb4	0.006700852	1.554125654	protein_coding	Upregulated	protein_coding
ENSMUSG00000103625	Gm37357	0.042055525	2.090344375	other	Upregulated	other
ENSMUSG00000103677	Pcdhga4	0.012533968	1.959870602	protein_coding	Upregulated	protein_coding
ENSMUSG00000103711	Tstd1	3.79E-14	-3.071025591	protein_coding	Downregulated	protein_coding
ENSMUSG00000103749	Pcdhgb5	0.035264913	1.483358475	protein_coding	Upregulated	protein_coding
