Human.Uniprot	Human.Ensembl	Mouse.Uniprot	Mouse.Ensembl	Hum.gene.syb
P17568	ENSG00000099795	Q9CR61	ENSMUSG00000033938	NDUFB7
P08246	ENSG00000277571	Q3UP87	ENSMUSG00000020125	ELANE
P08246	ENSG00000197561	Q3UP87	ENSMUSG00000020125	ELANE
Q14CW9	ENSG00000087152	A2AWT3	ENSMUSG00000059995	ATXN7L3
Q92519	ENSG00000071575	Q8K4K3	ENSMUSG00000020601	TRIB2
Q9H1Q7	ENSG00000132635	Q6P1Z5	ENSMUSG00000037773	PCED1A
Q13015	ENSG00000213190	P97783	ENSMUSG00000053192	MLLT11
O94903	ENSG00000147471	Q9Z2Y8	ENSMUSG00000031485	PLPBP
Q96A59	ENSG00000140832	Q9D956	ENSMUSG00000001672	MARVELD3
Q86X19	ENSG00000186889	Q8K0U3	ENSMUSG00000049904	TMEM17
O00410	ENSG00000065150	Q8BKC5	ENSMUSG00000030662	IPO5
Q5JTV8	ENSG00000143337	Q921T2	ENSMUSG00000026466	TOR1AIP1
Q9Y4G6	ENSG00000171914	Q71LX4	ENSMUSG00000052698	TLN2
O60218	ENSG00000198074	P45377	ENSMUSG00000029762	AKR1B10
Q53EU6	ENSG00000138678	Q8C0N2	ENSMUSG00000029314	GPAT3
Q96FL9	ENSG00000158089	Q8BVG5	ENSMUSG00000024064	GALNT14
Q6IWH7	ENSG00000146205	Q14AT5	ENSMUSG00000034107	ANO7
P20813	ENSG00000197408	A6H6J2	ENSMUSG00000040583	CYP2B6
P78346	ENSG00000148688	O88796	ENSMUSG00000024800	RPP30
Q6NTF9	ENSG00000005486	Q8VEK2	ENSMUSG00000039917	RHBDD2
Q9Y4W2	ENSG00000001497	A2BE28	ENSMUSG00000057421	LAS1L
Q86XD5	ENSG00000159784	Q3TY60	ENSMUSG00000029861	FAM131B
Q86U42	ENSG00000100836	Q8CCS6	ENSMUSG00000022194	PABPN1
Q86YR6	ENSG00000277630	A5H0M4	ENSMUSG00000063932	POTED
Q86YR6	ENSG00000166351	A5H0M4	ENSMUSG00000063932	POTED
P49703	ENSG00000175906	Q99PE9	ENSMUSG00000034936	ARL4D
P01303	ENSG00000122585	P57774	ENSMUSG00000029819	NPY
P57052	ENSG00000185272	Q80YT9	ENSMUSG00000032940	RBM11
Q9H7Y0	ENSG00000147113	Q8C3I9	ENSMUSG00000037358	CXorf36
O95711	ENSG00000112799	O88188	ENSMUSG00000021423	LY86
Q9HCS7	ENSG00000076924	Q9DCD2	ENSMUSG00000019470	XAB2
P82094	ENSG00000144747	B9EKI3	ENSMUSG00000030059	TMF1
Q9NRU3	ENSG00000119946	Q0GA42	ENSMUSG00000025189	CNNM1
P36776	ENSG00000196365	Q8CGK3	ENSMUSG00000041168	LONP1
P53582	ENSG00000164024	Q8BP48	ENSMUSG00000005813	METAP1
Q9BUQ8	ENSG00000174243	D3Z0M9	ENSMUSG00000003360	DDX23
P14902	ENSG00000131203	P28776	ENSMUSG00000031551	IDO1
P20813	ENSG00000197408	O55071	ENSMUSG00000066704	CYP2B6
Q5T197	ENSG00000163357	Q059Y8	ENSMUSG00000042672	DCST1
P80192	ENSG00000006432	Q3U1V8	ENSMUSG00000042724	MAP3K9
Q4G0J3	ENSG00000174720	Q05CL8	ENSMUSG00000027968	LARP7
Q9NSK0	ENSG00000137171	Q9DBS5	ENSMUSG00000003546	KLC4
Q86VE3	ENSG00000184788	Q9D5N8	ENSMUSG00000025527	SATL1
Q5TAQ9	ENSG00000132716	Q8N7N5	ENSMUSG00000026554	DCAF8
P49593	ENSG00000100034	Q8CGA0	ENSMUSG00000026181	PPM1F
Q13018	ENSG00000153246	Q62028	ENSMUSG00000054580	PLA2R1
Q99941	ENSG00000228628	O35451	ENSMUSG00000015461	ATF6B
Q99941	ENSG00000213676	O35451	ENSMUSG00000015461	ATF6B
Q99941	ENSG00000168468	O35451	ENSMUSG00000015461	ATF6B
Q99941	ENSG00000234539	O35451	ENSMUSG00000015461	ATF6B
O95841	ENSG00000116194	Q640P2	ENSMUSG00000033544	ANGPTL1
Q9UHR6	ENSG00000174276	Q9QY66	ENSMUSG00000075227	ZNHIT2
Q6ZUK4	ENSG00000196932	Q3UP23	ENSMUSG00000060044	TMEM26
Q9NR33	ENSG00000115350	Q9CQ36	ENSMUSG00000030042	POLE4
Q8NCE0	ENSG00000154743	Q6P7W5	ENSMUSG00000042389	TSEN2
O60488	ENSG00000068366	Q9QUJ7	ENSMUSG00000031278	ACSL4
P18858	ENSG00000105486	P37913	ENSMUSG00000056394	LIG1
Q5VTB9	ENSG00000187147	Q6PDX6	ENSMUSG00000028677	RNF220
O14559	ENSG00000004777	Q80YF9	ENSMUSG00000036882	ARHGAP33
Q15021	ENSG00000010292	Q8K2Z4	ENSMUSG00000038252	NCAPD2
Q01850	ENSG00000140743	P97817	ENSMUSG00000030878	CDR2
P35237	ENSG00000124570	O08804	ENSMUSG00000042842	SERPINB6
Q08AG7	ENSG00000204899	Q8BUR9	ENSMUSG00000033186	MZT1
P36894	ENSG00000107779	P36895	ENSMUSG00000021796	BMPR1A
Q8IVB5	ENSG00000271601	Q8BQ89	ENSMUSG00000049288	LIX1L
Q8IWL2	ENSG00000122852	P35242	ENSMUSG00000021789	SFTPA1
Q8N4S9	ENSG00000274671	Q3UZP0	ENSMUSG00000021636	MARVELD2
Q8N4S9	ENSG00000152939	Q3UZP0	ENSMUSG00000021636	MARVELD2
Q8NCR0	ENSG00000282880	Q8BG28	ENSMUSG00000039242	B3GALNT2
Q8NCR0	ENSG00000162885	Q8BG28	ENSMUSG00000039242	B3GALNT2
Q14573	ENSG00000096433	P70227	ENSMUSG00000042644	ITPR3
Q14511	ENSG00000111859	O35177	ENSMUSG00000021365	NEDD9
Q13402	ENSG00000137474	P97479	ENSMUSG00000030761	MYO7A
Q9H8L6	ENSG00000173269	A6H6E2	ENSMUSG00000041445	MMRN2
O75489	ENSG00000213619	Q9DCT2	ENSMUSG00000005510	NDUFS3
O75489	ENSG00000213619	Q9DCT2	ENSMUSG00000111727	NDUFS3
Q8NH48	ENSG00000172769	Q8VFW5	ENSMUSG00000063777	OR5B3
P13010	ENSG00000079246	P27641	ENSMUSG00000026187	XRCC5
Q9H9S4	ENSG00000102547	Q9DB16	ENSMUSG00000021981	CAB39L
Q9NWW6	ENSG00000106733	Q91W63	ENSMUSG00000037847	NMRK1
Q9P2U7	ENSG00000104888	Q3TXX4	ENSMUSG00000070570	SLC17A7
O60542	ENSG00000125650	O70300	ENSMUSG00000002664	PSPN
Q7Z569	ENSG00000089234	Q99MP8	ENSMUSG00000029458	BRAP
D6RCP7	ENSG00000248920	Q7M764	ENSMUSG00000043073	USP17L19
O95006	ENSG00000221910	Q7TRV8	ENSMUSG00000094192	OR2F2
Q3LIE5	ENSG00000170222	Q99KS6	ENSMUSG00000020910	ADPRM
Q5GJ75	ENSG00000183578	Q3TBL6	ENSMUSG00000074345	TNFAIP8L3
Q6NUT3	ENSG00000161091	Q3U481	ENSMUSG00000034854	MFSD12
Q96MK3	ENSG00000108950	Q8CID3	ENSMUSG00000020614	FAM20A
Q9NR19	ENSG00000131069	Q9QXG4	ENSMUSG00000027605	ACSS2
Q5UAW9	ENSG00000180758	Q8C206	ENSMUSG00000047875	GPR157
P62306	ENSG00000139343	P62307	ENSMUSG00000020018	SNRPF
Q96RP8	ENSG00000104848	Q17ST2	ENSMUSG00000038201	KCNA7
Q96M60	ENSG00000166262	Q9D518	ENSMUSG00000027209	FAM227B
Q6PI73	ENSG00000275539	E9Q1Z6	ENSMUSG00000074417	LILRA6
Q6PI73	ENSG00000274148	E9Q1Z6	ENSMUSG00000074417	LILRA6
Q6PI73	ENSG00000275584	E9Q1Z6	ENSMUSG00000074417	LILRA6
Q6PI73	ENSG00000244482	E9Q1Z6	ENSMUSG00000074417	LILRA6
Q6PI73	ENSG00000277177	E9Q1Z6	ENSMUSG00000074417	LILRA6
O60225	ENSG00000165583	Q6XAS2	ENSMUSG00000071816	SSX5
Q9NW82	ENSG00000082068	Q3TWF6	ENSMUSG00000039828	WDR70
Q9BXL8	ENSG00000170779	Q9CWM2	ENSMUSG00000047832	CDCA4
Q9BTV5	ENSG00000105255	Q7TPM6	ENSMUSG00000011589	FSD1
Q92791	ENSG00000141696	Q8K2B0	ENSMUSG00000006931	P3H4
O43324	ENSG00000124802	Q9D1M4	ENSMUSG00000001707	EEF1E1
P12645	ENSG00000152785	Q8BHE5	ENSMUSG00000029335	BMP3
Q5KSL6	ENSG00000274588	E9Q7N4	ENSMUSG00000062393	DGKK
Q8WU90	ENSG00000065548	Q3TIV5	ENSMUSG00000027091	ZC3H15
P23378	ENSG00000178445	Q91W43	ENSMUSG00000024827	GLDC
Q9NRJ3	ENSG00000151882	Q9JIL2	ENSMUSG00000074715	CCL28
Q9BZQ2	ENSG00000157060	Q3TTP0	ENSMUSG00000042708	SHCBP1L
Q9BZ23	ENSG00000125779	Q3U4S0	ENSMUSG00000037514	PANK2
Q5SV17	ENSG00000205090	B2RWJ3	ENSMUSG00000084845	TMEM240
Q9UL26	ENSG00000124209	P35285	ENSMUSG00000027519	RAB22A
O43304	ENSG00000103184	B2RXM5	ENSMUSG00000091712	SEC14L5
A7E2V4	ENSG00000214655	Q3UHH1	ENSMUSG00000021819	ZSWIM8
Q9H116	ENSG00000125812	Q4VBD9	ENSMUSG00000027439	GZF1
Q96CA5	ENSG00000101197	A2AWP0	ENSMUSG00000038840	BIRC7
Q9NVA2	ENSG00000138758	Q8C1B7	ENSMUSG00000058013	Sep-11
Q96AC1	ENSG00000073712	Q8CIB5	ENSMUSG00000037712	FERMT2
H3BVH4	-	E9Q9W0	ENSMUSG00000078889	-
Q9H300	ENSG00000175193	Q5XJY4	ENSMUSG00000033918	PARL
Q8WUQ7	ENSG00000105298	Q9CS00	ENSMUSG00000034889	CACTIN
Q8TDN7	ENSG00000167769	Q8R4X1	ENSMUSG00000045019	ACER1
Q6BDI9	ENSG00000174236	Q9D7T1	ENSMUSG00000040121	REP15
Q5VU36	ENSG00000276581	E9QAF0	ENSMUSG00000056223	SPATA31A5
Q99497	ENSG00000116288	Q99LX0	ENSMUSG00000028964	PARK7
Q8N584	ENSG00000168234	Q8VE09	ENSMUSG00000024424	TTC39C
O94777	ENSG00000136908	Q9Z324	ENSMUSG00000026810	DPM2
P0C7I0	ENSG00000237038	Q61068	ENSMUSG00000054568	USP17L8
P18206	ENSG00000035403	Q64727	ENSMUSG00000021823	VCL
Q6ZVH7	ENSG00000144488	Q3UYR4	ENSMUSG00000049515	ESPNL
P16615	ENSG00000174437	O55143	ENSMUSG00000029467	ATP2A2
P00736	ENSG00000159403	Q8CFG9	ENSMUSG00000098470	C1R
Q8N6V4	ENSG00000178645	Q3KNL4	ENSMUSG00000072473	C10orf53
P50895	ENSG00000187244	Q9R069	ENSMUSG00000002980	BCAM
Q9H461	ENSG00000177283	Q61091	ENSMUSG00000036904	FZD8
O43186	ENSG00000105392	O54751	ENSMUSG00000041578	CRX
Q14527	ENSG00000071794	Q6PCN7	ENSMUSG00000002428	HLTF
Q8NH19	ENSG00000174970	A2AT85	ENSMUSG00000043274	OR10AG1
Q16853	ENSG00000131471	O70423	ENSMUSG00000019326	AOC3
Q8TF62	ENSG00000104043	A2ANX3	ENSMUSG00000060131	ATP8B4
P17509	ENSG00000108511	P09023	ENSMUSG00000000690	HOXB6
P49917	ENSG00000174405	Q8BTF7	ENSMUSG00000049717	LIG4
Q96JI7	ENSG00000104133	Q3UHA3	ENSMUSG00000033396	SPG11
A2RRP1	ENSG00000151779	E9Q411	ENSMUSG00000020576	NBAS
Q99684	ENSG00000162676	P70338	ENSMUSG00000029275	GFI1
P61009	ENSG00000129128	Q9D365	ENSMUSG00000048040	SPCS3
P61009	ENSG00000129128	Q9D365	ENSMUSG00000048355	SPCS3
Q9NXS3	ENSG00000179454	Q9CR40	ENSMUSG00000020948	KLHL28
Q8N257	ENSG00000196890	Q8CGP0	ENSMUSG00000080712	HIST3H2BB
P78524	ENSG00000166444	Q924W7	ENSMUSG00000031024	ST5
Q99956	ENSG00000130829	Q7TNL7	ENSMUSG00000031383	DUSP9
Q01970	ENSG00000149782	P51432	ENSMUSG00000024960	PLCB3
P54274	ENSG00000147601	P70371	ENSMUSG00000025925	TERF1
P03928	ENSG00000228253	P03930	ENSMUSG00000064356	MT-ATP8
Q15286	ENSG00000111737	Q6PHN9	ENSMUSG00000029518	RAB35
P61158	ENSG00000115091	Q99JY9	ENSMUSG00000026341	ACTR3
O95255	ENSG00000091262	Q9R1S7	ENSMUSG00000030834	ABCC6
O95255	ENSG00000275331	Q9R1S7	ENSMUSG00000030834	ABCC6
Q8N109	ENSG00000274676	Q673W2	ENSMUSG00000057439	KIR2DL5A
Q8N109	ENSG00000274143	Q673W2	ENSMUSG00000057439	KIR2DL5A
Q8N109	ENSG00000276177	Q673W2	ENSMUSG00000057439	KIR2DL5A
Q8N109	ENSG00000275596	Q673W2	ENSMUSG00000057439	KIR2DL5A
Q8N109	ENSG00000276686	Q673W2	ENSMUSG00000057439	KIR2DL5A
Q8N109	ENSG00000278116	Q673W2	ENSMUSG00000057439	KIR2DL5A
Q8N109	ENSG00000276392	Q673W2	ENSMUSG00000057439	KIR2DL5A
Q6VEQ5	ENSG00000146556	Q8VDD8	ENSMUSG00000024101	WASH2P
Q8ND76	ENSG00000108100	Q8BGU5	ENSMUSG00000024286	CCNY
P49281	ENSG00000110911	P49282	ENSMUSG00000023030	SLC11A2
Q96MM6	ENSG00000132622	Q9CZJ2	ENSMUSG00000074793	HSPA12B
Q96C57	ENSG00000157895	Q3UY34	ENSMUSG00000029559	C12orf43
Q9Y6G9	ENSG00000144635	Q8R1Q8	ENSMUSG00000032435	DYNC1LI1
Q9HAK2	ENSG00000221818	O08792	ENSMUSG00000022053	EBF2
Q9NYR8	ENSG00000080511	D3Z6W3	ENSMUSG00000053773	RDH8
Q9Y587	ENSG00000100478	Q9WVL1	ENSMUSG00000020955	AP4S1
P05362	ENSG00000090339	P13597	ENSMUSG00000037405	ICAM1
Q13561	ENSG00000175203	Q99KJ8	ENSMUSG00000025410	DCTN2
O95347	ENSG00000136824	Q8CG48	ENSMUSG00000028312	SMC2
Q5TCH4	ENSG00000162365	A2A974	ENSMUSG00000078597	CYP4A22
O95461	ENSG00000133424	Q9Z1M7	ENSMUSG00000004383	LARGE1
Q8N7H5	ENSG00000006712	Q8K2T8	ENSMUSG00000003437	PAF1
Q5QGT7	ENSG00000198471	Q80ZI2	ENSMUSG00000047531	RTP2
Q6ICB0	ENSG00000100418	Q9CQT7	ENSMUSG00000022472	DESI1
Q7Z5Q5	ENSG00000130997	Q7TQ07	ENSMUSG00000045102	POLN
Q86UR5	ENSG00000079841	Q99NE5	ENSMUSG00000041670	RIMS1
Q96L94	ENSG00000157734	Q8C084	ENSMUSG00000039452	SNX22
Q8TDH9	ENSG00000188428	Q8R015	ENSMUSG00000038982	BLOC1S5
Q9Y490	ENSG00000137076	P26039	ENSMUSG00000028465	TLN1
O75113	ENSG00000102921	Q6A037	ENSMUSG00000031652	N4BP1
Q96KN8	ENSG00000168004	Q9CPX5	ENSMUSG00000024973	HRASLS5
Q96MT1	ENSG00000145860	Q5SWK7	ENSMUSG00000019189	RNF145
Q8N119	ENSG00000154485	Q8K3F2	ENSMUSG00000030981	MMP21
Q96S95	ENSG00000163888	Q78WH7	ENSMUSG00000051146	CAMK2N2
Q8IX03	ENSG00000113645	Q5SXA9	ENSMUSG00000018849	WWC1
Q9NRJ7	ENSG00000272674	Q91VD8	ENSMUSG00000046387	PCDHB16
Q9NPH6	ENSG00000280584	A2BHR0	ENSMUSG00000079539	OBP2B
Q9NPH6	ENSG00000171102	A2BHR0	ENSMUSG00000079539	OBP2B
Q9Y6B7	ENSG00000134262	Q9WV76	ENSMUSG00000032952	AP4B1
P41146	ENSG00000277044	P35377	ENSMUSG00000027584	OPRL1
P41146	ENSG00000125510	P35377	ENSMUSG00000027584	OPRL1
Q86W47	ENSG00000135643	Q9JIN6	ENSMUSG00000054934	KCNMB4
Q8NCA9	ENSG00000179922	Q8BI69	ENSMUSG00000043290	ZNF784
Q8NGY5	ENSG00000197403	Q7TRW1	ENSMUSG00000049528	OR6N1
Q9NW97	ENSG00000171729	Q99LG1	ENSMUSG00000040616	TMEM51
Q9Y6D9	ENSG00000002822	Q9WTX8	ENSMUSG00000029554	MAD1L1
O00476	ENSG00000124564	G5E894	ENSMUSG00000036083	SLC17A3
P11310	ENSG00000117054	P45952	ENSMUSG00000062908	ACADM
Q6PL45	ENSG00000182685	Q8BV89	ENSMUSG00000045744	BRICD5
Q12756	ENSG00000130294	P33173	ENSMUSG00000014602	KIF1A
Q8TD46	ENSG00000163606	Q8BTP3	-	CD200R1
Q9NVS2	ENSG00000096080	Q99N85	ENSMUSG00000023967	MRPS18A
P45844	ENSG00000160179	Q64343	ENSMUSG00000024030	ABCG1
Q7RTT5	ENSG00000187754	A2AHC7	ENSMUSG00000079699	SSX7
Q9P296	ENSG00000134830	Q8BW93	ENSMUSG00000074361	C5AR2
O75112	ENSG00000122367	Q9JKS4	ENSMUSG00000021798	LDB3
Q8WWT9	ENSG00000158296	Q91Y63	ENSMUSG00000018459	SLC13A3
Q9NV23	ENSG00000152463	Q8R197	ENSMUSG00000026645	OLAH
Q7Z7C7	ENSG00000146857	P70278	ENSMUSG00000029848	STRA8
Q01523	ENSG00000164816	P50716	-	DEFA5
P36269	ENSG00000099998	Q9Z2A9	ENSMUSG00000006344	GGT5
Q5T0F9	ENSG00000154222	Q8BRN9	ENSMUSG00000028582	CC2D1B
Q16478	ENSG00000105737	Q61626	ENSMUSG00000003378	GRIK5
Q8WTP8	ENSG00000181026	Q9CZI9	ENSMUSG00000030609	AEN
Q14541	ENSG00000164749	Q9WUU6	ENSMUSG00000017688	HNF4G
Q9NX14	ENSG00000147123	O09111	ENSMUSG00000031059	NDUFB11
Q8N8I0	ENSG00000177570	Q0VE29	ENSMUSG00000058656	SAMD12
P05014	ENSG00000236637	Q80SS5	ENSMUSG00000073811	IFNA4
Q9NZ45	ENSG00000122873	Q91WS0	ENSMUSG00000037710	CISD1
Q8N0Y3	ENSG00000183706	Q14AK5	ENSMUSG00000090874	OR4N4
Q8N0Y3	ENSG00000274792	Q14AK5	ENSMUSG00000090874	OR4N4
Q8N0Y3	ENSG00000278178	Q14AK5	ENSMUSG00000090874	OR4N4
Q8IYX7	ENSG00000155875	B1AXP3	ENSMUSG00000028492	SAXO1
Q96JE7	ENSG00000120341	Q91XT4	ENSMUSG00000026589	SEC16B
P35625	ENSG00000100234	P39876	ENSMUSG00000020044	TIMP3
Q96G97	ENSG00000168000	Q9Z2E9	ENSMUSG00000071657	BSCL2
P04201	ENSG00000130368	P30554	ENSMUSG00000068037	MAS1
Q8IW50	ENSG00000164970	Q9D772	ENSMUSG00000028439	FAM219A
Q9BQA9	ENSG00000178927	Q3TYS2	ENSMUSG00000039294	C17orf62
O75116	ENSG00000134318	P70336	ENSMUSG00000020580	ROCK2
Q2TAC2	ENSG00000176155	Q6PHN1	ENSMUSG00000048445	CCDC57
Q96KX1	ENSG00000163633	Q9DAA3	ENSMUSG00000029320	C4orf36
Q92874	ENSG00000167968	Q9D1G0	ENSMUSG00000024136	DNASE1L2
O14929	ENSG00000128708	Q8BY71	ENSMUSG00000027018	HAT1
Q96NZ9	ENSG00000165828	Q80XD8	ENSMUSG00000025467	PRAP1
Q5T5J6	ENSG00000116668	Q9DBQ9	ENSMUSG00000052748	SWT1
Q9UHI8	ENSG00000154734	P97857	ENSMUSG00000022893	ADAMTS1
Q71SY5	ENSG00000104973	Q8VCB2	ENSMUSG00000002968	MED25
P09326	ENSG00000117091	P18181	ENSMUSG00000015355	CD48
Q14CZ0	ENSG00000182831	Q14AM7	ENSMUSG00000022507	C16orf72
O60810	ENSG00000282584	Q9D2F1	ENSMUSG00000028591	PRAMEF4
O60810	ENSG00000243073	Q9D2F1	ENSMUSG00000028591	PRAMEF4
P17050	ENSG00000198951	Q9QWR8	ENSMUSG00000022453	NAGA
P06870	ENSG00000167748	P07628	ENSMUSG00000063089	KLK1
Q07812	ENSG00000087088	Q07813	ENSMUSG00000003873	BAX
Q9P2N2	ENSG00000088756	Q8BN58	ENSMUSG00000024043	ARHGAP28
O95644	ENSG00000131196	O88942	ENSMUSG00000033016	NFATC1
P14780	ENSG00000100985	P41245	ENSMUSG00000017737	MMP9
Q15406	ENSG00000148200	Q64249	ENSMUSG00000063972	NR6A1
Q8WXF3	ENSG00000171136	Q8CHK2	ENSMUSG00000045232	RLN3
O95833	ENSG00000169583	Q9D7P7	ENSMUSG00000015093	CLIC3
A6NC42	ENSG00000203909	Q9CQS7	ENSMUSG00000060461	DPPA5
Q8NH76	ENSG00000180919	Q8VG18	ENSMUSG00000073907	OR56B4
O75191	ENSG00000093217	Q3TNA1	ENSMUSG00000035769	XYLB
Q00LT1	ENSG00000214140	Q00LT2	ENSMUSG00000075410	PRCD
Q9NZG7	ENSG00000171840	Q9JL89	ENSMUSG00000041377	NINJ2
Q969T4	ENSG00000170035	P52483	ENSMUSG00000027011	UBE2E3
Q8WUW1	ENSG00000254999	Q91VR8	ENSMUSG00000033940	BRK1
Q8N349	ENSG00000196071	Q8VGX2	ENSMUSG00000056822	OR2L13
P05014	ENSG00000236637	P07349	ENSMUSG00000096682	IFNA4
P06312	-	P01633	-	IGKV4-1
Q68D42	ENSG00000188133	A7E1Z1	ENSMUSG00000046593	TMEM215
Q8WYR4	ENSG00000160188	Q8VIG3	ENSMUSG00000024033	RSPH1
P82673	ENSG00000061794	Q8BJZ4	ENSMUSG00000040112	MRPS35
Q5SVJ3	ENSG00000173728	Q9DAA7	ENSMUSG00000015962	C1orf100
Q13867	ENSG00000108578	Q8R016	ENSMUSG00000020840	BLMH
Q8IWB1	ENSG00000148841	Q3TNL8	ENSMUSG00000044948	ITPRIP
Q8NGP2	ENSG00000262796	Q7TR71	ENSMUSG00000090059	OR8J1
Q8NGP2	ENSG00000172487	Q7TR71	ENSMUSG00000090059	OR8J1
Q9NWU1	ENSG00000151093	Q9D404	ENSMUSG00000021786	OXSM
Q96BP3	ENSG00000113593	Q8CEC6	ENSMUSG00000021713	PPWD1
Q8NGN6	ENSG00000182634	E9Q985	ENSMUSG00000044292	OR10G7
Q5EBM0	ENSG00000134326	Q3U5Q7	ENSMUSG00000020638	CMPK2
P59768	ENSG00000186469	P63213	ENSMUSG00000043004	GNG2
Q6MZW2	ENSG00000053108	Q5STE3	ENSMUSG00000036264	FSTL4
Q5TCH4	ENSG00000162365	O88833	ENSMUSG00000066072	CYP4A22
Q9BYD2	ENSG00000143436	Q99N94	ENSMUSG00000028140	MRPL9
Q13232	ENSG00000103024	Q9WV85	ENSMUSG00000073435	NME3
Q7Z5K2	ENSG00000062650	Q65Z40	ENSMUSG00000041408	WAPL
O43541	ENSG00000137834	O35182	ENSMUSG00000036867	SMAD6
Q8IV36	ENSG00000167861	Q8R1F6	ENSMUSG00000034586	HID1
P07438	ENSG00000169688	P02802	ENSMUSG00000031765	MT1B
Q8IWI9	ENSG00000174197	A2AWL7	ENSMUSG00000033943	MGA
Q92569	ENSG00000278139	Q64143	ENSMUSG00000028698	PIK3R3
Q92569	ENSG00000250719	Q64143	ENSMUSG00000028698	PIK3R3
Q92569	ENSG00000117461	Q64143	ENSMUSG00000028698	PIK3R3
Q9BVG3	ENSG00000116525	Q80V85	ENSMUSG00000041000	TRIM62
Q9Y6U7	ENSG00000099999	Q5SPX3	ENSMUSG00000003581	RNF215
Q9Y239	ENSG00000106100	Q8BHB0	ENSMUSG00000038058	NOD1
Q96RJ3	ENSG00000159958	Q9D8D0	ENSMUSG00000068105	TNFRSF13C
Q8NGA8	ENSG00000176695	Q8VF49	ENSMUSG00000061195	OR4F17
Q9H324	ENSG00000142303	P58459	ENSMUSG00000024299	ADAMTS10
O14802	ENSG00000148606	B2RXC6	ENSMUSG00000025280	POLR3A
Q03431	ENSG00000160801	P41593	ENSMUSG00000032492	PTH1R
Q9NXC5	ENSG00000164654	Q8VE19	ENSMUSG00000042447	MIOS
Q9UJV8	ENSG00000172733	Q8R4E6	ENSMUSG00000049184	PURG
Q8N427	ENSG00000086288	Q715T0	ENSMUSG00000041138	NME8
P50579	ENSG00000111142	O08663	ENSMUSG00000036112	METAP2
Q9H5X1	ENSG00000166797	Q9DCL2	ENSMUSG00000032381	FAM96A
Q5JS13	ENSG00000136828	A2AR50	ENSMUSG00000038831	RALGPS1
Q8NGL3	ENSG00000186113	Q7TR28	ENSMUSG00000075139	OR5D14
Q9Y619	ENSG00000102743	Q9WVD5	ENSMUSG00000031482	SLC25A15
A6NI47	ENSG00000222036	Q05AC5	ENSMUSG00000027157	POTEM
Q9H2P9	ENSG00000117543	Q9CWQ0	ENSMUSG00000033554	DPH5
P49368	ENSG00000163468	P80318	ENSMUSG00000001416	CCT3
Q96HA4	ENSG00000131591	A2ASP7	ENSMUSG00000059939	C1orf159
Q6ZV70	ENSG00000147036	Q8CD19	ENSMUSG00000047344	LANCL3
Q96FJ2	ENSG00000264364	Q9D0M5	ENSMUSG00000020483	DYNLL2
Q8WZ92	ENSG00000276025	Q8VEW5	ENSMUSG00000093980	OR5P2
Q8WZ92	ENSG00000280931	Q8VEW5	ENSMUSG00000093980	OR5P2
Q8WZ92	ENSG00000183303	Q8VEW5	ENSMUSG00000093980	OR5P2
Q6ZVN8	ENSG00000168509	Q7TQ32	ENSMUSG00000038403	HFE2
Q96P56	ENSG00000166762	A2ARP9	ENSMUSG00000033486	CATSPER2
Q7RTT4	-	Q8C5Z3	ENSMUSG00000023165	SSX8
A1E959	ENSG00000109205	A1E960	ENSMUSG00000009580	ODAM
Q6UXK5	ENSG00000175928	Q61809	ENSMUSG00000034648	LRRN1
Q9UHC1	ENSG00000119684	Q68FG1	ENSMUSG00000021245	MLH3
Q8N7B9	ENSG00000172421	Q80X60	ENSMUSG00000020690	EFCAB3
Q99624	ENSG00000188338	Q9DCP2	ENSMUSG00000010064	SLC38A3
Q14896	ENSG00000134571	O70468	ENSMUSG00000002100	MYBPC3
Q9Y6Y1	ENSG00000171735	A2A891	ENSMUSG00000014592	CAMTA1
Q56VL3	ENSG00000145247	Q9D8W7	ENSMUSG00000029153	OCIAD2
P43628	ENSG00000284504	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000284241	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000284333	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000276459	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000273947	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000274402	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000243772	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000284510	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000283702	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000275623	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000278327	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000277317	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000284132	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000284044	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000276218	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000274830	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000275658	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000283996	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000284236	P83555	ENSMUSG00000031424	KIR2DL3
